,featureType,prblemType,confID,budget,eng_lvls,divide,fusionType,repeats,loss,mae,maperc_e,mslog_e,CosineSimilarity,Huber,LogCosh
train_score,flow,regression,"(0, 0, 4)",9.0,3,2.5,none,0,3.673837661743164,1.7882663011550903,81.5383071899414,0.7372100949287415,-1.731472373008728,1.302693247795105,1.1627119779586792
val_score,flow,regression,"(0, 0, 4)",9.0,3,2.5,none,0,2.89989972114563,1.5485000610351562,78.6100845336914,0.61343914270401,-1.7310876846313477,1.0715173482894897,0.9533973932266235
test_score,flow,regression,"(0, 0, 4)",9.0,3,2.5,none,0,2.801166534423828,1.5975555181503296,81.64517211914062,0.6259788870811462,-1.7313857078552246,1.0976301431655884,0.9619712233543396
train_score,flow,regression,"(0, 0, 5)",9.0,3,2.5,none,0,3.673781394958496,1.7882663011550903,81.5383071899414,0.7371537089347839,-1.7318925857543945,1.3026896715164185,1.1627072095870972
val_score,flow,regression,"(0, 0, 5)",9.0,3,2.5,none,0,2.899813652038574,1.5485000610351562,78.6100845336914,0.6133542060852051,-1.7317566871643066,1.0715068578720093,0.9533865451812744
test_score,flow,regression,"(0, 0, 5)",9.0,3,2.5,none,0,2.801102876663208,1.5975555181503296,81.64517211914062,0.6259104013442993,-1.7319214344024658,1.0976296663284302,0.9619631171226501
train_score,flow,regression,"(0, 0, 6)",9.0,3,2.5,none,0,3.6739399433135986,1.7882663011550903,81.5383071899414,0.7373155951499939,-1.7306890487670898,1.3027009963989258,1.1627206802368164
val_score,flow,regression,"(0, 0, 6)",9.0,3,2.5,none,0,2.899994134902954,1.5485000610351562,78.6100845336914,0.6135352253913879,-1.7303613424301147,1.0715309381484985,0.9534078240394592
test_score,flow,regression,"(0, 0, 6)",9.0,3,2.5,none,0,2.8012454509735107,1.5975555181503296,81.64517211914062,0.6260606050491333,-1.7307652235031128,1.097630500793457,0.9619778394699097
train_score,flow,regression,"(0, 0, 7)",9.0,3,2.5,none,0,3.673762321472168,1.7882663011550903,81.5383071899414,0.7371327877044678,-1.7320529222488403,1.3026890754699707,1.1627062559127808
val_score,flow,regression,"(0, 0, 7)",9.0,3,2.5,none,0,2.899779796600342,1.5485000610351562,78.6100845336914,0.6133224368095398,-1.732016682624817,1.0714993476867676,0.9533808827400208
test_score,flow,regression,"(0, 0, 7)",9.0,3,2.5,none,0,2.8010716438293457,1.5975555181503296,81.64517211914062,0.6258944869041443,-1.7320477962493896,1.097629427909851,0.9619619250297546
train_score,flow,regression,"(0, 0, 8)",9.0,3,2.5,none,0,3.673827886581421,1.7882663011550903,81.5383071899414,0.7371980547904968,-1.7315669059753418,1.3026930093765259,1.1627111434936523
val_score,flow,regression,"(0, 0, 8)",9.0,3,2.5,none,0,2.899895191192627,1.5485000610351562,78.6100845336914,0.6134365797042847,-1.731115460395813,1.0715155601501465,0.9533969163894653
test_score,flow,regression,"(0, 0, 8)",9.0,3,2.5,none,0,2.801136016845703,1.5975555181503296,81.64517211914062,0.6259523630142212,-1.7315926551818848,1.0976301431655884,0.9619688391685486
train_score,flow,regression,"(0, 0, 9)",9.0,3,2.5,none,0,3.6740691661834717,1.7882663011550903,81.5383071899414,0.7374579310417175,-1.7296730279922485,1.3027065992355347,1.162726879119873
val_score,flow,regression,"(0, 0, 9)",9.0,3,2.5,none,0,2.9002087116241455,1.5485000610351562,78.6100845336914,0.6137398481369019,-1.7286908626556396,1.071579098701477,0.9534448385238647
test_score,flow,regression,"(0, 0, 9)",9.0,3,2.5,none,0,2.8013699054718018,1.5975555181503296,81.64517211914062,0.6261817216873169,-1.7298104763031006,1.0976316928863525,0.9619917273521423
train_score,flow,regression,"(0, 0, 10)",9.0,3,2.5,none,0,3.675900936126709,1.7882676124572754,81.53845977783203,0.739408016204834,-1.7158230543136597,1.3028218746185303,1.162865400314331
val_score,flow,regression,"(0, 0, 10)",9.0,3,2.5,none,0,2.9027445316314697,1.5485000610351562,78.6100845336914,0.6162171959877014,-1.7097229957580566,1.0719610452651978,0.9538190960884094
test_score,flow,regression,"(0, 0, 10)",9.0,3,2.5,none,0,2.8033108711242676,1.5975555181503296,81.64517211914062,0.6281059980392456,-1.7151248455047607,1.0976475477218628,0.9622163772583008
train_score,flow,regression,"(0, 0, 11)",9.0,3,2.5,none,0,3.673762083053589,1.7882663011550903,81.5383071899414,0.73713219165802,-1.7320551872253418,1.3026890754699707,1.1627063751220703
val_score,flow,regression,"(0, 0, 11)",9.0,3,2.5,none,0,2.899775743484497,1.5485000610351562,78.6100845336914,0.6133188605308533,-1.7320536375045776,1.0714991092681885,0.9533799290657043
test_score,flow,regression,"(0, 0, 11)",9.0,3,2.5,none,0,2.8010706901550293,1.5975555181503296,81.64517211914062,0.6258934736251831,-1.7320538759231567,1.097629427909851,0.9619619250297546
train_score,flow,regression,"(0, 0, 12)",9.0,3,2.5,none,0,3.6737618446350098,1.7882663011550903,81.5383071899414,0.73713219165802,-1.7320551872253418,1.3026890754699707,1.1627061367034912
val_score,flow,regression,"(0, 0, 12)",9.0,3,2.5,none,0,2.899775743484497,1.5485000610351562,78.6100845336914,0.6133188605308533,-1.7320536375045776,1.0714991092681885,0.9533796906471252
test_score,flow,regression,"(0, 0, 12)",9.0,3,2.5,none,0,2.80107045173645,1.5975555181503296,81.64517974853516,0.6258934736251831,-1.7320537567138672,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 12)",27.0,3,2.5,none,0,3.6737616062164307,1.7882663011550903,81.5383071899414,0.73713219165802,-1.7320551872253418,1.3026890754699707,1.1627061367034912
val_score,flow,regression,"(0, 0, 12)",27.0,3,2.5,none,0,2.899775743484497,1.5485000610351562,78.6100845336914,0.6133188605308533,-1.7320537567138672,1.0714991092681885,0.9533798694610596
test_score,flow,regression,"(0, 0, 12)",27.0,3,2.5,none,0,2.80107045173645,1.5975555181503296,81.64517211914062,0.6258934140205383,-1.7320538759231567,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 13)",9.0,3,2.5,none,0,3.6737618446350098,1.7882663011550903,81.5383071899414,0.7371321320533752,-1.7320551872253418,1.3026890754699707,1.1627063751220703
val_score,flow,regression,"(0, 0, 13)",9.0,3,2.5,none,0,2.899775743484497,1.5485000610351562,78.6100845336914,0.6133187413215637,-1.7320536375045776,1.0714991092681885,0.9533798098564148
test_score,flow,regression,"(0, 0, 13)",9.0,3,2.5,none,0,2.80107045173645,1.5975555181503296,81.64517211914062,0.6258934140205383,-1.7320537567138672,1.097629427909851,0.9619619250297546
train_score,flow,regression,"(0, 0, 13)",27.0,3,2.5,none,0,3.6737616062164307,1.7882663011550903,81.5383071899414,0.7371321320533752,-1.7320551872253418,1.3026890754699707,1.1627062559127808
val_score,flow,regression,"(0, 0, 13)",27.0,3,2.5,none,0,2.899775743484497,1.5485000610351562,78.6100845336914,0.6133187413215637,-1.7320536375045776,1.0714991092681885,0.9533798694610596
test_score,flow,regression,"(0, 0, 13)",27.0,3,2.5,none,0,2.80107045173645,1.5975555181503296,81.64517974853516,0.6258934140205383,-1.7320537567138672,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 14)",9.0,3,2.5,none,0,3.67427659034729,1.7882663011550903,81.5383071899414,0.7376701235771179,-1.7281014919281006,1.3027266263961792,1.1627490520477295
val_score,flow,regression,"(0, 0, 14)",9.0,3,2.5,none,0,2.90061092376709,1.5485000610351562,78.6100845336914,0.6141138076782227,-1.7256958484649658,1.071610689163208,0.953504204750061
test_score,flow,regression,"(0, 0, 14)",9.0,3,2.5,none,0,2.8016767501831055,1.5975555181503296,81.64517974853516,0.626470685005188,-1.7274806499481201,1.0976314544677734,0.9620339870452881
train_score,flow,regression,"(0, 0, 15)",9.0,3,2.5,none,0,3.674511671066284,1.7882663011550903,81.5383071899414,0.7379284501075745,-1.726284146308899,1.3027331829071045,1.162759780883789
val_score,flow,regression,"(0, 0, 15)",9.0,3,2.5,none,0,2.9006197452545166,1.5485000610351562,78.6100845336914,0.6141619086265564,-1.7255584001541138,1.0716166496276855,0.9534853100776672
test_score,flow,regression,"(0, 0, 15)",9.0,3,2.5,none,0,2.8016810417175293,1.5975555181503296,81.64517211914062,0.6264955997467041,-1.7274084091186523,1.0976330041885376,0.9620230197906494
train_score,flow,regression,"(0, 0, 16)",9.0,3,2.5,none,0,3.673771381378174,1.7882663011550903,81.5383071899414,0.7371441721916199,-1.7319602966308594,1.302689552307129,1.1627070903778076
val_score,flow,regression,"(0, 0, 16)",9.0,3,2.5,none,0,2.8998043537139893,1.5485000610351562,78.6100845336914,0.6133453249931335,-1.731825351715088,1.0715032815933228,0.9533851742744446
test_score,flow,regression,"(0, 0, 16)",9.0,3,2.5,none,0,2.8010973930358887,1.5975555181503296,81.64517974853516,0.6259058713912964,-1.7319544553756714,1.097629427909851,0.9619631171226501
train_score,flow,regression,"(0, 0, 17)",9.0,3,2.5,none,0,3.6740479469299316,1.7882663011550903,81.5383071899414,0.7374305129051208,-1.7298449277877808,1.3027079105377197,1.162727952003479
val_score,flow,regression,"(0, 0, 17)",9.0,3,2.5,none,0,2.900261163711548,1.5485000610351562,78.6100845336914,0.613787055015564,-1.7283016443252563,1.0715826749801636,0.9534544348716736
test_score,flow,regression,"(0, 0, 17)",9.0,3,2.5,none,0,2.8014402389526367,1.5975555181503296,81.64517211914062,0.6262476444244385,-1.7292499542236328,1.0976309776306152,0.9620046615600586
train_score,flow,regression,"(0, 0, 18)",9.0,3,2.5,none,0,3.6737618446350098,1.7882663011550903,81.5383071899414,0.7371321320533752,-1.7320551872253418,1.3026890754699707,1.1627062559127808
val_score,flow,regression,"(0, 0, 18)",9.0,3,2.5,none,0,2.899775505065918,1.5485000610351562,78.6100845336914,0.6133188009262085,-1.7320536375045776,1.0714991092681885,0.9533796906471252
test_score,flow,regression,"(0, 0, 18)",9.0,3,2.5,none,0,2.801070213317871,1.5975555181503296,81.64517974853516,0.6258934140205383,-1.7320537567138672,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 18)",27.0,3,2.5,none,0,3.6737611293792725,1.7882663011550903,81.5383071899414,0.73713219165802,-1.7320551872253418,1.3026890754699707,1.1627063751220703
val_score,flow,regression,"(0, 0, 18)",27.0,3,2.5,none,0,2.899775743484497,1.5485000610351562,78.6100845336914,0.6133188605308533,-1.7320536375045776,1.0714991092681885,0.9533799290657043
test_score,flow,regression,"(0, 0, 18)",27.0,3,2.5,none,0,2.801070213317871,1.5975555181503296,81.64517211914062,0.6258934736251831,-1.7320537567138672,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 18)",81.0,3,2.5,none,0,3.6737611293792725,1.7882663011550903,81.5383071899414,0.73713219165802,-1.7320551872253418,1.3026890754699707,1.1627061367034912
val_score,flow,regression,"(0, 0, 18)",81.0,3,2.5,none,0,2.899775505065918,1.5485000610351562,78.6100845336914,0.6133188605308533,-1.7320537567138672,1.0714991092681885,0.9533796906471252
test_score,flow,regression,"(0, 0, 18)",81.0,3,2.5,none,0,2.80107045173645,1.5975555181503296,81.64517974853516,0.6258934736251831,-1.7320538759231567,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 19)",9.0,3,2.5,none,0,3.6737616062164307,1.7882663011550903,81.5383071899414,0.7371321320533752,-1.7320551872253418,1.3026890754699707,1.1627061367034912
val_score,flow,regression,"(0, 0, 19)",9.0,3,2.5,none,0,2.899775743484497,1.5485000610351562,78.6100845336914,0.6133188605308533,-1.7320536375045776,1.0714991092681885,0.9533798694610596
test_score,flow,regression,"(0, 0, 19)",9.0,3,2.5,none,0,2.80107045173645,1.5975555181503296,81.64517974853516,0.6258934140205383,-1.7320537567138672,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 19)",27.0,3,2.5,none,0,3.6737618446350098,1.7882663011550903,81.5383071899414,0.73713219165802,-1.7320551872253418,1.3026890754699707,1.1627061367034912
val_score,flow,regression,"(0, 0, 19)",27.0,3,2.5,none,0,2.899775743484497,1.5485000610351562,78.6100845336914,0.6133188605308533,-1.7320536375045776,1.0714991092681885,0.9533796906471252
test_score,flow,regression,"(0, 0, 19)",27.0,3,2.5,none,0,2.80107045173645,1.5975555181503296,81.64517211914062,0.6258934736251831,-1.7320537567138672,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 20)",9.0,3,2.5,none,0,3.6737611293792725,1.7882663011550903,81.5383071899414,0.7371321320533752,-1.7320551872253418,1.3026890754699707,1.1627061367034912
val_score,flow,regression,"(0, 0, 20)",9.0,3,2.5,none,0,2.899775505065918,1.5485000610351562,78.6100845336914,0.6133188009262085,-1.7320536375045776,1.0714991092681885,0.9533798098564148
test_score,flow,regression,"(0, 0, 20)",9.0,3,2.5,none,0,2.801070213317871,1.5975555181503296,81.64517974853516,0.6258934140205383,-1.7320537567138672,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 20)",27.0,3,2.5,none,0,3.6737611293792725,1.7882663011550903,81.5383071899414,0.73713219165802,-1.7320551872253418,1.3026890754699707,1.1627063751220703
val_score,flow,regression,"(0, 0, 20)",27.0,3,2.5,none,0,2.899775743484497,1.5485000610351562,78.6100845336914,0.6133188605308533,-1.7320536375045776,1.0714991092681885,0.9533798098564148
test_score,flow,regression,"(0, 0, 20)",27.0,3,2.5,none,0,2.801070213317871,1.5975555181503296,81.64517974853516,0.6258934140205383,-1.7320537567138672,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 20)",81.0,3,2.5,none,0,3.6737611293792725,1.7882663011550903,81.5383071899414,0.73713219165802,-1.7320551872253418,1.3026890754699707,1.1627063751220703
val_score,flow,regression,"(0, 0, 20)",81.0,3,2.5,none,0,2.899775743484497,1.5485000610351562,78.6100845336914,0.6133188605308533,-1.7320536375045776,1.0714991092681885,0.9533798098564148
test_score,flow,regression,"(0, 0, 20)",81.0,3,2.5,none,0,2.801070213317871,1.5975555181503296,81.64517211914062,0.6258934736251831,-1.7320537567138672,1.097629427909851,0.9619619250297546
train_score,flow,regression,"(0, 0, 20)",243.0,3,2.5,none,0,3.6737611293792725,1.7882663011550903,81.5383071899414,0.7371321320533752,-1.7320551872253418,1.3026890754699707,1.1627063751220703
val_score,flow,regression,"(0, 0, 20)",243.0,3,2.5,none,0,2.899775505065918,1.5485000610351562,78.6100845336914,0.6133187413215637,-1.732053518295288,1.0714991092681885,0.9533798098564148
test_score,flow,regression,"(0, 0, 20)",243.0,3,2.5,none,0,2.801070213317871,1.5975555181503296,81.64517211914062,0.6258934140205383,-1.7320537567138672,1.097629427909851,0.9619619250297546
train_score,flow,regression,"(0, 0, 21)",9.0,3,2.5,none,0,3.6737616062164307,1.7882663011550903,81.5383071899414,0.7371320724487305,-1.7320551872253418,1.3026890754699707,1.1627061367034912
val_score,flow,regression,"(0, 0, 21)",9.0,3,2.5,none,0,2.899775743484497,1.5485000610351562,78.6100845336914,0.6133188605308533,-1.7320514917373657,1.0714991092681885,0.9533798098564148
test_score,flow,regression,"(0, 0, 21)",9.0,3,2.5,none,0,2.80107045173645,1.5975555181503296,81.64517974853516,0.6258934140205383,-1.7320537567138672,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 21)",27.0,3,2.5,none,0,3.6737611293792725,1.7882663011550903,81.5383071899414,0.73713219165802,-1.7320551872253418,1.3026890754699707,1.1627063751220703
val_score,flow,regression,"(0, 0, 21)",27.0,3,2.5,none,0,2.899775505065918,1.5485000610351562,78.6100845336914,0.6133188605308533,-1.732053518295288,1.0714991092681885,0.9533798098564148
test_score,flow,regression,"(0, 0, 21)",27.0,3,2.5,none,0,2.801070213317871,1.5975555181503296,81.64517211914062,0.6258935332298279,-1.7320537567138672,1.097629427909851,0.9619616866111755
train_score,flow,regression,"(0, 0, 21)",81.0,3,2.5,none,0,3.6737611293792725,1.7882663011550903,81.5383071899414,0.73713219165802,-1.7320551872253418,1.3026890754699707,1.1627061367034912
val_score,flow,regression,"(0, 0, 21)",81.0,3,2.5,none,0,2.899775505065918,1.5485000610351562,78.6100845336914,0.6133188605308533,-1.7320536375045776,1.0714991092681885,0.9533798694610596
test_score,flow,regression,"(0, 0, 21)",81.0,3,2.5,none,0,2.80107045173645,1.5975555181503296,81.64517211914062,0.6258934140205383,-1.7320537567138672,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 22)",9.0,3,2.5,none,0,3.6737618446350098,1.7882663011550903,81.5383071899414,0.7371320724487305,-1.7320551872253418,1.3026890754699707,1.1627063751220703
val_score,flow,regression,"(0, 0, 22)",9.0,3,2.5,none,0,2.899775743484497,1.5485000610351562,78.6100845336914,0.6133186221122742,-1.7320536375045776,1.0714991092681885,0.9533798694610596
test_score,flow,regression,"(0, 0, 22)",9.0,3,2.5,none,0,2.80107045173645,1.5975555181503296,81.64517974853516,0.6258933544158936,-1.7320537567138672,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 22)",27.0,3,2.5,none,0,3.6737618446350098,1.7882663011550903,81.5383071899414,0.7371321320533752,-1.7320551872253418,1.3026890754699707,1.1627062559127808
val_score,flow,regression,"(0, 0, 22)",27.0,3,2.5,none,0,2.899775505065918,1.5485000610351562,78.6100845336914,0.6133188605308533,-1.7320537567138672,1.0714991092681885,0.9533796906471252
test_score,flow,regression,"(0, 0, 22)",27.0,3,2.5,none,0,2.801070213317871,1.5975555181503296,81.64517211914062,0.6258934140205383,-1.7320538759231567,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 23)",9.0,3,2.5,none,0,3.6740946769714355,1.7882663011550903,81.5383071899414,0.7374762892723083,-1.7294855117797852,1.3027147054672241,1.1627341508865356
val_score,flow,regression,"(0, 0, 23)",9.0,3,2.5,none,0,2.9002630710601807,1.5485000610351562,78.6100845336914,0.6137804388999939,-1.7282968759536743,1.0715702772140503,0.9534590244293213
test_score,flow,regression,"(0, 0, 23)",9.0,3,2.5,none,0,2.8013954162597656,1.5975555181503296,81.64517211914062,0.6262100338935852,-1.7295992374420166,1.0976321697235107,0.9619935750961304
train_score,flow,regression,"(0, 0, 24)",9.0,3,2.5,none,0,3.6742517948150635,1.7882663011550903,81.5383071899414,0.737644374370575,-1.7282665967941284,1.3027267456054688,1.1627466678619385
val_score,flow,regression,"(0, 0, 24)",9.0,3,2.5,none,0,2.9003307819366455,1.5485000610351562,78.6100845336914,0.6138582825660706,-1.7277617454528809,1.0715831518173218,0.9534584283828735
test_score,flow,regression,"(0, 0, 24)",9.0,3,2.5,none,0,2.801530122756958,1.5975555181503296,81.64517211914062,0.6263401508331299,-1.7285709381103516,1.0976324081420898,0.962009847164154
train_score,flow,regression,"(0, 0, 25)",9.0,3,2.5,none,0,3.6737611293792725,1.7882663011550903,81.5383071899414,0.7371321320533752,-1.7320551872253418,1.3026890754699707,1.1627061367034912
val_score,flow,regression,"(0, 0, 25)",9.0,3,2.5,none,0,2.899775505065918,1.5485000610351562,78.6100845336914,0.6133188605308533,-1.7320536375045776,1.0714991092681885,0.9533796906471252
test_score,flow,regression,"(0, 0, 25)",9.0,3,2.5,none,0,2.801070213317871,1.5975555181503296,81.64517211914062,0.6258934140205383,-1.7320537567138672,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 25)",27.0,3,2.5,none,0,3.6737618446350098,1.7882663011550903,81.5383071899414,0.7371320724487305,-1.7320551872253418,1.3026890754699707,1.1627063751220703
val_score,flow,regression,"(0, 0, 25)",27.0,3,2.5,none,0,2.899775743484497,1.5485000610351562,78.6100845336914,0.6133187413215637,-1.7320537567138672,1.0714991092681885,0.9533798098564148
test_score,flow,regression,"(0, 0, 25)",27.0,3,2.5,none,0,2.8010706901550293,1.5975555181503296,81.64517974853516,0.6258934140205383,-1.7320538759231567,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 26)",9.0,3,2.5,none,0,3.6737611293792725,1.7882663011550903,81.5383071899414,0.73713219165802,-1.7320550680160522,1.3026890754699707,1.1627063751220703
val_score,flow,regression,"(0, 0, 26)",9.0,3,2.5,none,0,2.899775505065918,1.5485000610351562,78.6100845336914,0.6133188605308533,-1.7320533990859985,1.0714991092681885,0.9533796310424805
test_score,flow,regression,"(0, 0, 26)",9.0,3,2.5,none,0,2.801070213317871,1.5975555181503296,81.64517211914062,0.6258934736251831,-1.732053518295288,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 26)",27.0,3,2.5,none,0,3.6737618446350098,1.7882663011550903,81.5383071899414,0.73713219165802,-1.7320551872253418,1.3026890754699707,1.1627063751220703
val_score,flow,regression,"(0, 0, 26)",27.0,3,2.5,none,0,2.899775505065918,1.5485000610351562,78.6100845336914,0.6133188605308533,-1.7320536375045776,1.0714991092681885,0.9533798694610596
test_score,flow,regression,"(0, 0, 26)",27.0,3,2.5,none,0,2.80107045173645,1.5975555181503296,81.64517211914062,0.6258934736251831,-1.7320537567138672,1.097629427909851,0.9619618058204651
train_score,flow,regression,"(0, 0, 0)",9.0,3,5,avg,0,3.5302796363830566,1.742624282836914,81.02672576904297,0.7133839726448059,-1.7320548295974731,1.2582404613494873,1.122617483139038
val_score,flow,regression,"(0, 0, 0)",9.0,3,5,avg,0,2.880023241043091,1.5438846349716187,78.66851806640625,0.61044842004776,-1.7320517301559448,1.066024899482727,0.9481708407402039
test_score,flow,regression,"(0, 0, 0)",9.0,3,5,avg,0,2.7988805770874023,1.5985366106033325,81.67367553710938,0.6263147592544556,-1.732051968574524,1.0985370874404907,0.9625526070594788
train_score,flow,regression,"(0, 0, 0)",27.0,3,5,avg,0,3.5302793979644775,1.742624282836914,81.02672576904297,0.7133837938308716,-1.7320548295974731,1.2582404613494873,1.1226176023483276
val_score,flow,regression,"(0, 0, 0)",27.0,3,5,avg,0,2.880023241043091,1.5438846349716187,78.66851043701172,0.6104483604431152,-1.7320516109466553,1.0660250186920166,0.9481708407402039
test_score,flow,regression,"(0, 0, 0)",27.0,3,5,avg,0,2.7988805770874023,1.5985366106033325,81.67367553710938,0.6263147592544556,-1.7320514917373657,1.0985370874404907,0.9625526070594788
train_score,flow,regression,"(0, 0, 0)",81.0,3,5,avg,0,3.5302793979644775,1.742624282836914,81.02672576904297,0.7133837938308716,-1.7320548295974731,1.2582404613494873,1.1226176023483276
val_score,flow,regression,"(0, 0, 0)",81.0,3,5,avg,0,2.880023241043091,1.5438846349716187,78.66851806640625,0.6104483008384705,-1.7320517301559448,1.066024899482727,0.9481708407402039
test_score,flow,regression,"(0, 0, 0)",81.0,3,5,avg,0,2.7988805770874023,1.5985366106033325,81.67367553710938,0.6263146996498108,-1.732051968574524,1.0985370874404907,0.9625526070594788
train_score,flow,regression,"(0, 0, 1)",9.0,3,5,avg,0,3.5302796363830566,1.742624282836914,81.02672576904297,0.7133842706680298,-1.7320523262023926,1.2582404613494873,1.1226177215576172
val_score,flow,regression,"(0, 0, 1)",9.0,3,5,avg,0,2.8800268173217773,1.5438846349716187,78.66851043701172,0.6104520559310913,-1.7320197820663452,1.066025733947754,0.9481716752052307
test_score,flow,regression,"(0, 0, 1)",9.0,3,5,avg,0,2.798882484436035,1.5985366106033325,81.67367553710938,0.6263166069984436,-1.7320382595062256,1.0985370874404907,0.9625526666641235
train_score,flow,regression,"(0, 0, 2)",9.0,3,5,avg,0,3.5302793979644775,1.742624282836914,81.02672576904297,0.7133837938308716,-1.7320548295974731,1.2582404613494873,1.1226176023483276
val_score,flow,regression,"(0, 0, 2)",9.0,3,5,avg,0,2.880023241043091,1.5438846349716187,78.66851043701172,0.6104483604431152,-1.7320514917373657,1.0660250186920166,0.9481708407402039
test_score,flow,regression,"(0, 0, 2)",9.0,3,5,avg,0,2.7988805770874023,1.5985366106033325,81.67367553710938,0.6263147592544556,-1.7320517301559448,1.0985370874404907,0.9625526070594788
train_score,flow,regression,"(0, 0, 3)",9.0,3,5,avg,0,3.5302796363830566,1.742624282836914,81.02672576904297,0.7133839130401611,-1.7320548295974731,1.2582404613494873,1.1226176023483276
val_score,flow,regression,"(0, 0, 3)",9.0,3,5,avg,0,2.880023241043091,1.5438846349716187,78.66851043701172,0.61044842004776,-1.7320516109466553,1.066024899482727,0.9481708407402039
test_score,flow,regression,"(0, 0, 3)",9.0,3,5,avg,0,2.7988805770874023,1.5985366106033325,81.67367553710938,0.6263147592544556,-1.732051968574524,1.0985370874404907,0.9625526666641235
train_score,flow,regression,"(0, 0, 4)",9.0,3,5,avg,0,3.5302793979644775,1.742624282836914,81.02672576904297,0.7133837938308716,-1.7320548295974731,1.2582404613494873,1.122617483139038
val_score,flow,regression,"(0, 0, 4)",9.0,3,5,avg,0,2.880023241043091,1.5438846349716187,78.66850280761719,0.6104483604431152,-1.7320516109466553,1.0660250186920166,0.9481708407402039
test_score,flow,regression,"(0, 0, 4)",9.0,3,5,avg,0,2.7988805770874023,1.598536491394043,81.67367553710938,0.6263146996498108,-1.732051968574524,1.0985369682312012,0.9625526070594788
train_score,flow,regression,"(0, 0, 5)",9.0,3,5,avg,0,3.5302793979644775,1.742624282836914,81.02672576904297,0.7133837938308716,-1.7320548295974731,1.2582404613494873,1.122617483139038
val_score,flow,regression,"(0, 0, 5)",9.0,3,5,avg,0,2.880023241043091,1.5438846349716187,78.66850280761719,0.6104483604431152,-1.7320512533187866,1.066024899482727,0.9481708407402039
