,featureType,prblemType,confID,budget,eng_lvls,divide,fusionType,repeats,loss,tp,fp,tn,fn,acc,prec,rec,auc,BC,MCC,thisloss
val_score,flow,classification,"(0, 0, 21)",27.0,9,5,avg,0,,676.0,2417.0,60583.0,7199.0,0.8643245100975037,0.21855802834033966,0.08584126830101013,0.5932908654212952,1.0648702383041382,0.04647071659564972,4.7281670570373535
test_score,flow,classification,"(0, 0, 21)",27.0,9,5,avg,0,,411.0,1018.0,37302.0,4379.0,0.874808669090271,0.28761371970176697,0.08580375462770462,0.7775744199752808,0.7142530679702759,0.10845685750246048,2.07488751411438
train_score,flow,classification,"(0, 0, 22)",9.0,9,5,avg,0,,5764.0,1239.0,258041.0,26646.0,0.9044076800346375,0.8230758309364319,0.17784634232521057,0.8952617645263672,0.6780833601951599,0.42068085074424744,1.3218928575515747
val_score,flow,classification,"(0, 0, 22)",9.0,9,5,avg,0,,183.0,199.0,62801.0,7692.0,0.8886624574661255,0.47905758023262024,0.02323809452354908,0.6567097902297974,0.8435810208320618,0.06055547669529915,2.2861571311950684
test_score,flow,classification,"(0, 0, 22)",9.0,9,5,avg,0,,24.0,36.0,38284.0,4766.0,0.8886097073554993,0.4000000059604645,0.005010438617318869,0.8048758506774902,0.7282277345657349,0.10685890167951584,1.635638952255249
train_score,flow,classification,"(0, 0, 22)",27.0,9,5,avg,0,,11150.0,1145.0,258135.0,21260.0,0.9231927990913391,0.9068726897239685,0.34402963519096375,0.9430612921714783,0.5318176746368408,0.557216227054596,0.976748526096344
val_score,flow,classification,"(0, 0, 22)",27.0,9,5,avg,0,,316.0,659.0,62341.0,7559.0,0.8840495347976685,0.3241025507450104,0.040126983076334,0.6103945374488831,0.790143609046936,0.037597935646772385,3.2693793773651123
test_score,flow,classification,"(0, 0, 22)",27.0,9,5,avg,0,,60.0,58.0,38262.0,4730.0,0.8889345526695251,0.508474588394165,0.01252609584480524,0.8228116035461426,0.5682867169380188,0.12710992991924286,1.564328908920288
train_score,flow,classification,"(0, 0, 22)",81.0,9,5,avg,0,,14303.0,1128.0,258152.0,18107.0,0.934058666229248,0.9269003868103027,0.4413143992424011,0.9627240300178528,0.737082302570343,0.6325230002403259,0.7854325771331787
val_score,flow,classification,"(0, 0, 22)",81.0,9,5,avg,0,,433.0,898.0,62102.0,7442.0,0.8823279142379761,0.3253193199634552,0.05498412624001503,0.5940937995910645,1.5806938409805298,0.047566041350364685,5.933379650115967
test_score,flow,classification,"(0, 0, 22)",81.0,9,5,avg,0,,110.0,246.0,38074.0,4680.0,0.885733425617218,0.3089887499809265,0.022964509204030037,0.7963612675666809,0.9424107670783997,0.08602917939424515,1.83171808719635
train_score,flow,classification,"(0, 0, 23)",9.0,9,5,avg,0,,0.0,0.0,259280.0,32410.0,0.8888989090919495,0.0,0.0,0.625,0.9869328141212463,0.0,1.9474204778671265
val_score,flow,classification,"(0, 0, 23)",9.0,9,5,avg,0,,0.0,0.0,63000.0,7875.0,0.888886570930481,0.0,0.0,0.625,0.9869328141212463,0.0,1.947425127029419
test_score,flow,classification,"(0, 0, 23)",9.0,9,5,avg,0,,0.0,0.0,38320.0,4790.0,0.888887345790863,0.0,0.0,0.550000011920929,0.9885267019271851,0.0,1.9617737531661987
train_score,flow,classification,"(0, 0, 24)",9.0,9,5,avg,0,,0.0,0.0,259280.0,32410.0,0.8888989090919495,0.0,0.0,0.6842831969261169,0.689987301826477,-0.002865786664187908,2.173595428466797
val_score,flow,classification,"(0, 0, 24)",9.0,9,5,avg,0,,0.0,0.0,63000.0,7875.0,0.888886570930481,0.0,0.0,0.6270032525062561,0.6902819871902466,0.01824428141117096,2.1749684810638428
test_score,flow,classification,"(0, 0, 24)",9.0,9,5,avg,0,,0.0,0.0,38320.0,4790.0,0.888887345790863,0.0,0.0,0.7213559150695801,0.6889815926551819,0.023059982806444168,2.165888786315918
train_score,flow,classification,"(0, 0, 25)",9.0,9,5,avg,0,,0.0,0.0,259280.0,32410.0,0.8888989090919495,0.0,0.0,0.7510455846786499,0.7277128100395203,0.19232894480228424,1.9681066274642944
val_score,flow,classification,"(0, 0, 25)",9.0,9,5,avg,0,,0.0,0.0,63000.0,7875.0,0.888886570930481,0.0,0.0,0.6570397615432739,0.7314575910568237,0.04346143826842308,2.0539257526397705
test_score,flow,classification,"(0, 0, 25)",9.0,9,5,avg,0,,0.0,0.0,38320.0,4790.0,0.888887345790863,0.0,0.0,0.6928638219833374,0.7345588207244873,0.13408811390399933,2.0331223011016846
train_score,flow,classification,"(0, 0, 26)",9.0,9,5,avg,0,,5149.0,4166.0,255114.0,27261.0,0.892269492149353,0.552764356136322,0.15887071192264557,0.8499926924705505,1.0592873096466064,0.24079960584640503,1.4266395568847656
val_score,flow,classification,"(0, 0, 26)",9.0,9,5,avg,0,,0.0,14.0,62986.0,7875.0,0.8886891007423401,0.0,0.0,0.595897376537323,1.28775155544281,0.02072141505777836,3.4616355895996094
test_score,flow,classification,"(0, 0, 26)",9.0,9,5,avg,0,,0.0,30.0,38290.0,4790.0,0.8881916403770447,0.0,0.0,0.7622437477111816,0.955927848815918,-0.008993322029709816,1.7173988819122314
train_score,flow,classification,"(0, 0, 26)",27.0,9,5,avg,0,,5044.0,3970.0,255310.0,27366.0,0.8925821781158447,0.5595740079879761,0.15563097596168518,0.8307652473449707,1.1841446161270142,0.21470952033996582,1.9103174209594727
val_score,flow,classification,"(0, 0, 26)",27.0,9,5,avg,0,,0.0,15.0,62985.0,7875.0,0.8886751532554626,0.0,0.0,0.5836287140846252,1.335258960723877,-0.022336211055517197,5.408227443695068
test_score,flow,classification,"(0, 0, 26)",27.0,9,5,avg,0,,0.0,11.0,38309.0,4790.0,0.8886322379112244,0.0,0.0,0.7477737069129944,0.880167543888092,-0.022917265072464943,2.3793389797210693
train_score,flow,classification,"(0, 0, 0)",9.0,9,5,conc,0,,16650.0,1731.0,257549.0,15760.0,0.940035343170166,0.9058266878128052,0.5137303471565247,0.9646636247634888,0.8639094233512878,0.6758286356925964,0.7985392212867737
val_score,flow,classification,"(0, 0, 0)",9.0,9,5,conc,0,,511.0,2167.0,60833.0,7364.0,0.8655239343643188,0.1908140331506729,0.06488888710737228,0.6250398755073547,1.3974967002868652,0.03740305453538895,3.840834140777588
test_score,flow,classification,"(0, 0, 0)",9.0,9,5,conc,0,,236.0,690.0,37630.0,4554.0,0.8783577084541321,0.25485959649086,0.049269311130046844,0.7953421473503113,1.027095079421997,0.07005701214075089,1.751753568649292
train_score,flow,classification,"(0, 0, 0)",27.0,9,5,conc,0,,22894.0,2067.0,257213.0,9516.0,0.9602895379066467,0.9171907901763916,0.706386923789978,0.985508382320404,0.7601173520088196,0.7907036542892456,0.5172865390777588
val_score,flow,classification,"(0, 0, 0)",27.0,9,5,conc,0,,924.0,4095.0,58905.0,6951.0,0.844147801399231,0.1841004192829132,0.11733333021402359,0.5867570042610168,1.5854170322418213,0.0389990508556366,6.292405128479004
test_score,flow,classification,"(0, 0, 0)",27.0,9,5,conc,0,,565.0,1652.0,36668.0,4225.0,0.863674521446228,0.2548488974571228,0.1179540678858757,0.7688107490539551,0.9799585342407227,0.07917467504739761,2.2474496364593506
train_score,flow,classification,"(0, 0, 1)",9.0,9,5,conc,0,,0.0,0.0,259280.0,32410.0,0.8888989090919495,0.0,0.0,0.5088053345680237,0.6916055679321289,0.0008274086285382509,2.1971635818481445
val_score,flow,classification,"(0, 0, 1)",9.0,9,5,conc,0,,0.0,0.0,63000.0,7875.0,0.888886570930481,0.0,0.0,0.5283708572387695,0.6914755702018738,0.0092714112251997,2.1945414543151855
test_score,flow,classification,"(0, 0, 1)",9.0,9,5,conc,0,,0.0,0.0,38320.0,4790.0,0.888887345790863,0.0,0.0,0.508344292640686,0.6914465427398682,0.010061896406114101,2.197413682937622
train_score,flow,classification,"(0, 0, 2)",9.0,9,5,conc,0,,8375.0,1102.0,258178.0,24035.0,0.9138280153274536,0.8837184906005859,0.2584078907966614,0.9101349115371704,1.2199472188949585,0.4565260410308838,1.186875343322754
val_score,flow,classification,"(0, 0, 2)",9.0,9,5,conc,0,,66.0,54.0,62946.0,7809.0,0.8890567421913147,0.550000011920929,0.008380952291190624,0.621108889579773,1.6329065561294556,0.04829791560769081,3.071195363998413
test_score,flow,classification,"(0, 0, 2)",9.0,9,5,conc,0,,18.0,28.0,38292.0,4772.0,0.888655960559845,0.3913043439388275,0.0037578288465738297,0.8280647993087769,1.2563045024871826,0.1521298736333847,1.5486279726028442
train_score,flow,classification,"(0, 0, 2)",27.0,9,5,conc,0,,13200.0,1452.0,257828.0,19210.0,0.9291660785675049,0.9009009003639221,0.40728169679641724,0.9577990174293518,1.6668376922607422,0.6078762412071228,0.8248065710067749
val_score,flow,classification,"(0, 0, 2)",27.0,9,5,conc,0,,386.0,876.0,62124.0,7489.0,0.8819759488105774,0.30586370825767517,0.049015872180461884,0.6041054725646973,2.498652935028076,0.054637908935546875,5.033517360687256
test_score,flow,classification,"(0, 0, 2)",27.0,9,5,conc,0,,150.0,264.0,38056.0,4640.0,0.8862446546554565,0.36231884360313416,0.031315241008996964,0.8111438751220703,1.8169854879379272,0.10995015501976013,1.6869901418685913
train_score,flow,classification,"(0, 0, 2)",81.0,9,5,conc,0,,26649.0,1683.0,257597.0,5761.0,0.9744787812232971,0.9405971765518188,0.8222461938858032,0.9935338497161865,3.6651461124420166,0.8788296580314636,0.3875754177570343
val_score,flow,classification,"(0, 0, 2)",81.0,9,5,conc,0,,925.0,5023.0,57977.0,6950.0,0.8310682773590088,0.15551446378231049,0.11746031790971756,0.5784291625022888,4.2287116050720215,0.03323705121874809,8.062767028808594
test_score,flow,classification,"(0, 0, 2)",81.0,9,5,conc,0,,760.0,2175.0,36145.0,4030.0,0.8560659289360046,0.2589437961578369,0.15866388380527496,0.7357659935951233,3.187871217727661,0.08038957417011261,3.215132713317871
train_score,flow,classification,"(0, 0, 3)",9.0,9,5,conc,0,,0.0,0.0,259280.0,32410.0,0.8888989090919495,0.0,0.0,0.6078380942344666,0.6844263076782227,-0.00698988838121295,2.1744582653045654
val_score,flow,classification,"(0, 0, 3)",9.0,9,5,conc,0,,0.0,0.0,63000.0,7875.0,0.888886570930481,0.0,0.0,0.5893415212631226,0.68315190076828,0.002654103795066476,2.175428628921509
test_score,flow,classification,"(0, 0, 3)",9.0,9,5,conc,0,,0.0,0.0,38320.0,4790.0,0.888887345790863,0.0,0.0,0.5835175514221191,0.6841863393783569,-0.004331196192651987,2.178515911102295
train_score,flow,classification,"(0, 0, 4)",9.0,9,5,conc,0,,0.0,0.0,259280.0,32410.0,0.8888989090919495,0.0,0.0,0.787137508392334,0.6777004599571228,0.2203880250453949,1.9565863609313965
val_score,flow,classification,"(0, 0, 4)",9.0,9,5,conc,0,,0.0,0.0,63000.0,7875.0,0.888886570930481,0.0,0.0,0.6699448823928833,0.6893392205238342,0.03565233573317528,2.0333023071289062
test_score,flow,classification,"(0, 0, 4)",9.0,9,5,conc,0,,0.0,0.0,38320.0,4790.0,0.888887345790863,0.0,0.0,0.7544312477111816,0.6812804341316223,0.10284562408924103,1.9858559370040894
train_score,flow,classification,"(0, 0, 5)",9.0,9,5,conc,0,,2717.0,457.0,258823.0,29693.0,0.8966445326805115,0.8560176491737366,0.08383215218782425,0.8292434215545654,0.6457893252372742,0.4049270749092102,1.61543607711792
val_score,flow,classification,"(0, 0, 5)",9.0,9,5,conc,0,,0.0,13.0,62987.0,7875.0,0.8887036442756653,0.0,0.0,0.6655018329620361,0.6352509260177612,0.08372087776660919,2.0530107021331787
test_score,flow,classification,"(0, 0, 5)",9.0,9,5,conc,0,,6.0,0.0,38320.0,4784.0,0.8890267014503479,1.0,0.0012526096543297172,0.6734002828598022,0.6354868412017822,0.05566687509417534,2.0307369232177734
train_score,flow,classification,"(0, 0, 6)",9.0,9,5,conc,0,,8122.0,446.0,258834.0,24288.0,0.9152153134346008,0.9479458332061768,0.2506016790866852,0.9138238430023193,0.8356271982192993,0.5035887360572815,1.1891142129898071
val_score,flow,classification,"(0, 0, 6)",9.0,9,5,conc,0,,0.0,15.0,62985.0,7875.0,0.8886750936508179,0.0,0.0,0.6227025389671326,0.8320749402046204,0.023765183985233307,2.507103681564331
test_score,flow,classification,"(0, 0, 6)",9.0,9,5,conc,0,,0.0,13.0,38307.0,4790.0,0.8885858654975891,0.0,0.0,0.7856976985931396,0.7116039395332336,0.12214628607034683,1.7323676347732544
train_score,flow,classification,"(0, 0, 6)",27.0,9,5,conc,0,,0.0,0.0,259280.0,32410.0,0.8888989090919495,0.0,0.0,0.625,0.9450322389602661,0.0,1.9461487531661987
val_score,flow,classification,"(0, 0, 6)",27.0,9,5,conc,0,,0.0,0.0,63000.0,7875.0,0.888886570930481,0.0,0.0,0.625,0.9450334906578064,0.0,1.94613778591156
test_score,flow,classification,"(0, 0, 6)",27.0,9,5,conc,0,,0.0,0.0,38320.0,4790.0,0.888887345790863,0.0,0.0,0.675000011920929,0.944934606552124,0.0,1.9452425241470337
train_score,flow,classification,"(0, 0, 7)",9.0,9,5,conc,0,,4081.0,1078.0,258202.0,28329.0,0.8991897106170654,0.7910447716712952,0.1259179264307022,0.8649617433547974,0.8387076258659363,0.36589184403419495,1.4677387475967407
val_score,flow,classification,"(0, 0, 7)",9.0,9,5,conc,0,,252.0,276.0,62724.0,7623.0,0.8885497450828552,0.47727271914482117,0.03200000151991844,0.7119196057319641,0.9310486316680908,0.13628236949443817,2.035756826400757
test_score,flow,classification,"(0, 0, 7)",9.0,9,5,conc,0,,18.0,37.0,38283.0,4772.0,0.8884472250938416,0.3272727131843567,0.0037578288465738297,0.7683839797973633,0.8595044612884521,0.02954847179353237,1.750495433807373
train_score,flow,classification,"(0, 0, 7)",27.0,9,5,conc,0,,6633.0,1704.0,257576.0,25777.0,0.9057903289794922,0.7956099510192871,0.20465905964374542,0.9016022682189941,0.7623355984687805,0.43700462579727173,1.2760299444198608
val_score,flow,classification,"(0, 0, 7)",27.0,9,5,conc,0,,213.0,431.0,62569.0,7662.0,0.8858126401901245,0.3307453393936157,0.027047619223594666,0.6824040412902832,0.9030608534812927,0.09713692218065262,2.2193875312805176
test_score,flow,classification,"(0, 0, 7)",27.0,9,5,conc,0,,26.0,92.0,38228.0,4764.0,0.8873572945594788,0.22033898532390594,0.005427974741905928,0.7827427387237549,0.8046848177909851,0.05618862435221672,1.6998087167739868
train_score,flow,classification,"(0, 0, 8)",9.0,9,5,conc,0,,19063.0,2168.0,257112.0,13347.0,0.9468111991882324,0.8978851437568665,0.5881826877593994,0.9793851971626282,0.8435567021369934,0.7332818508148193,0.5799332857131958
val_score,flow,classification,"(0, 0, 8)",9.0,9,5,conc,0,,655.0,2633.0,60367.0,7220.0,0.8609809279441833,0.19920924305915833,0.08317460119724274,0.5889651775360107,2.0047032833099365,0.04762430489063263,9.66126823425293
test_score,flow,classification,"(0, 0, 8)",9.0,9,5,conc,0,,407.0,992.0,37328.0,4383.0,0.8753187656402588,0.290922075510025,0.0849686861038208,0.7470107078552246,1.227521300315857,0.0895971953868866,3.9403233528137207
train_score,flow,classification,"(0, 0, 9)",9.0,9,5,conc,0,,11975.0,1556.0,257724.0,20435.0,0.9246127605438232,0.8850048184394836,0.36948472261428833,0.9370431303977966,1.2445833683013916,0.5190048813819885,0.9441690444946289
val_score,flow,classification,"(0, 0, 9)",9.0,9,5,conc,0,,280.0,763.0,62237.0,7595.0,0.8820734620094299,0.268456369638443,0.035555556416511536,0.6200176477432251,2.1343507766723633,0.03715069964528084,8.853034973144531
test_score,flow,classification,"(0, 0, 9)",9.0,9,5,conc,0,,247.0,257.0,38063.0,4543.0,0.8886563777923584,0.4900793731212616,0.05156576260924339,0.7869700193405151,1.2891615629196167,0.0849856361746788,1.8468682765960693
train_score,flow,classification,"(0, 0, 10)",9.0,9,5,conc,0,,2273.0,556.0,258724.0,30137.0,0.8947814702987671,0.8034641146659851,0.07013267278671265,0.845811665058136,0.8256486058235168,0.3346652388572693,1.5474928617477417
val_score,flow,classification,"(0, 0, 10)",9.0,9,5,conc,0,,209.0,237.0,62763.0,7666.0,0.8884932398796082,0.46860986948013306,0.02653968334197998,0.714349091053009,0.8874645233154297,0.12386108934879303,2.0019431114196777
test_score,flow,classification,"(0, 0, 10)",9.0,9,5,conc,0,,26.0,25.0,38295.0,4764.0,0.8889113068580627,0.5098039507865906,0.005427974741905928,0.7518984079360962,0.8444218039512634,0.04332028329372406,1.7929913997650146
train_score,flow,classification,"(0, 0, 11)",9.0,9,5,conc,0,,0.0,0.0,259280.0,32410.0,0.8888989090919495,0.0,0.0,0.5378158092498779,0.6980152130126953,-0.013630280271172523,2.1896066665649414
val_score,flow,classification,"(0, 0, 11)",9.0,9,5,conc,0,,0.0,0.0,63000.0,7875.0,0.888886570930481,0.0,0.0,0.47560471296310425,0.700807511806488,-0.014206959865987301,2.214315176010132
test_score,flow,classification,"(0, 0, 11)",9.0,9,5,conc,0,,0.0,0.0,38320.0,4790.0,0.888887345790863,0.0,0.0,0.5282634496688843,0.6975098252296448,0.03257869556546211,2.19112229347229
train_score,flow,classification,"(0, 0, 12)",9.0,9,5,conc,0,,0.0,0.0,259280.0,32410.0,0.8888989090919495,0.0,0.0,0.7922294735908508,0.7314375638961792,0.21051232516765594,1.7919498682022095
val_score,flow,classification,"(0, 0, 12)",9.0,9,5,conc,0,,0.0,0.0,63000.0,7875.0,0.888886570930481,0.0,0.0,0.6841399669647217,0.8121269345283508,0.12415079027414322,2.0205729007720947
test_score,flow,classification,"(0, 0, 12)",9.0,9,5,conc,0,,0.0,0.0,38320.0,4790.0,0.888887345790863,0.0,0.0,0.7096388339996338,0.7550792694091797,0.04420647397637367,1.9369919300079346
train_score,flow,classification,"(0, 0, 13)",9.0,9,5,conc,0,,29659.0,1364.0,257916.0,2751.0,0.9858912229537964,0.9560326337814331,0.9151188135147095,0.9979079961776733,1.3784974813461304,0.9286084771156311,0.20078307390213013
val_score,flow,classification,"(0, 0, 13)",9.0,9,5,conc,0,,1200.0,5084.0,57916.0,6675.0,0.8340880870819092,0.19096116721630096,0.15238095819950104,0.566307783126831,2.374046802520752,0.04457012191414833,6.864067554473877
test_score,flow,classification,"(0, 0, 13)",9.0,9,5,conc,0,,858.0,2884.0,35436.0,3932.0,0.8418927192687988,0.22928914427757263,0.1791231781244278,0.7306448221206665,1.8597749471664429,0.04771360382437706,3.266519069671631
train_score,flow,classification,"(0, 0, 14)",9.0,9,5,conc,0,,0.0,0.0,259280.0,32410.0,0.8888989090919495,0.0,0.0,0.7189689874649048,0.68587327003479,0.1323395073413849,2.064453601837158
val_score,flow,classification,"(0, 0, 14)",9.0,9,5,conc,0,,0.0,0.0,63000.0,7875.0,0.888886570930481,0.0,0.0,0.6914042234420776,0.6869703531265259,0.03334755077958107,2.0722978115081787
test_score,flow,classification,"(0, 0, 14)",9.0,9,5,conc,0,,0.0,0.0,38320.0,4790.0,0.888887345790863,0.0,0.0,0.6315606236457825,0.6889840364456177,0.04220518469810486,2.0987868309020996
train_score,flow,classification,"(0, 0, 15)",9.0,9,5,conc,0,,0.0,0.0,259280.0,32410.0,0.8888989090919495,0.0,0.0,0.7202574014663696,0.6432523727416992,0.05424710735678673,1.978872537612915
val_score,flow,classification,"(0, 0, 15)",9.0,9,5,conc,0,,0.0,0.0,63000.0,7875.0,0.888886570930481,0.0,0.0,0.6623419523239136,0.641075611114502,0.010770506225526333,2.0264971256256104
test_score,flow,classification,"(0, 0, 15)",9.0,9,5,conc,0,,0.0,0.0,38320.0,4790.0,0.888887345790863,0.0,0.0,0.7222155332565308,0.6410194635391235,-0.050385184586048126,1.9782112836837769
train_score,flow,classification,"(0, 0, 16)",9.0,9,5,conc,0,,4033.0,1141.0,258139.0,28377.0,0.898809552192688,0.7794743180274963,0.12443690001964569,0.8656003475189209,0.9092845320701599,0.36324456334114075,1.4510314464569092
val_score,flow,classification,"(0, 0, 16)",9.0,9,5,conc,0,,209.0,216.0,62784.0,7666.0,0.8887894153594971,0.49176469445228577,0.02653968334197998,0.7126290798187256,1.005677580833435,0.10535415261983871,2.027663469314575
test_score,flow,classification,"(0, 0, 16)",9.0,9,5,conc,0,,18.0,33.0,38287.0,4772.0,0.8885399699211121,0.3529411852359772,0.0037578288465738297,0.7828958034515381,0.9069422483444214,0.09401395171880722,1.7125160694122314
train_score,flow,classification,"(0, 0, 16)",27.0,9,5,conc,0,,7741.0,1859.0,257421.0,24669.0,0.9090573191642761,0.8063541650772095,0.2388460338115692,0.9049322009086609,0.9429523348808289,0.4385610520839691,1.2421014308929443
val_score,flow,classification,"(0, 0, 16)",27.0,9,5,conc,0,,391.0,576.0,62424.0,7484.0,0.8862784504890442,0.4043433368206024,0.04965079203248024,0.664749264717102,1.1031889915466309,0.0235153641551733,2.4199819564819336
test_score,flow,classification,"(0, 0, 16)",27.0,9,5,conc,0,,35.0,125.0,38195.0,4755.0,0.8868002891540527,0.21875,0.0073068891651928425,0.8071459531784058,0.9866570830345154,0.08725802600383759,1.6202045679092407
train_score,flow,classification,"(0, 0, 16)",81.0,9,5,conc,0,,14574.0,1791.0,257489.0,17836.0,0.9327118992805481,0.8905591368675232,0.4496760368347168,0.9540063142776489,0.9806710481643677,0.6140314340591431,0.8840423226356506
val_score,flow,classification,"(0, 0, 16)",81.0,9,5,conc,0,,420.0,1292.0,61708.0,7455.0,0.8765853047370911,0.24532710015773773,0.0533333346247673,0.6209337711334229,1.4195997714996338,0.04600024223327637,3.651888608932495
test_score,flow,classification,"(0, 0, 16)",81.0,9,5,conc,0,,120.0,413.0,37907.0,4670.0,0.8820918798446655,0.22514070570468903,0.02505219168961048,0.7976999282836914,1.060237169265747,0.08175758272409439,1.7033720016479492
train_score,flow,classification,"(0, 0, 17)",9.0,9,5,conc,0,,10919.0,1387.0,257893.0,21491.0,0.9215711355209351,0.8872907757759094,0.3369022011756897,0.9394129514694214,0.6419990062713623,0.5492061376571655,1.0236420631408691
val_score,flow,classification,"(0, 0, 17)",9.0,9,5,conc,0,,355.0,723.0,62277.0,7520.0,0.8836960792541504,0.3293135464191437,0.045079365372657776,0.6502227187156677,0.790280282497406,0.054007578641176224,2.5457630157470703
test_score,flow,classification,"(0, 0, 17)",9.0,9,5,conc,0,,63.0,71.0,38249.0,4727.0,0.8887023329734802,0.4701492488384247,0.013152400963008404,0.8114507794380188,0.6758962869644165,0.11970807611942291,1.6078375577926636
train_score,flow,classification,"(0, 0, 17)",27.0,9,5,conc,0,,17847.0,1361.0,257919.0,14563.0,0.9454060196876526,0.9291440844535828,0.5506633520126343,0.9756660461425781,0.393953412771225,0.7100582718849182,0.6661550998687744
val_score,flow,classification,"(0, 0, 17)",27.0,9,5,conc,0,,396.0,1819.0,61181.0,7479.0,0.8688110113143921,0.17878103256225586,0.050285715609788895,0.6025319695472717,0.8606224060058594,0.042763449251651764,4.203442096710205
test_score,flow,classification,"(0, 0, 17)",27.0,9,5,conc,0,,201.0,580.0,37740.0,4589.0,0.8800972700119019,0.25736236572265625,0.04196242243051529,0.7858349084854126,0.5792725682258606,0.08558860421180725,1.9073044061660767
train_score,flow,classification,"(0, 0, 18)",9.0,9,5,conc,0,,11983.0,468.0,258812.0,20427.0,0.9283687472343445,0.9624126553535461,0.3697315752506256,0.9588990211486816,0.7425124049186707,0.6332817673683167,0.9449612498283386
val_score,flow,classification,"(0, 0, 18)",9.0,9,5,conc,0,,95.0,258.0,62742.0,7780.0,0.8865883350372314,0.26912182569503784,0.012063492089509964,0.6174228191375732,0.9517129063606262,0.05233608931303024,3.1484827995300293
test_score,flow,classification,"(0, 0, 18)",9.0,9,5,conc,0,,63.0,48.0,38272.0,4727.0,0.8892359733581543,0.5675675868988037,0.013152400963008404,0.7901079654693604,0.7630976438522339,0.10402164608240128,1.8094145059585571
train_score,flow,classification,"(0, 0, 19)",9.0,9,5,conc,0,,0.0,0.0,259280.0,32410.0,0.8888989090919495,0.0,0.0,0.7329838871955872,0.6968327164649963,0.13681267201900482,2.0732362270355225
val_score,flow,classification,"(0, 0, 19)",9.0,9,5,conc,0,,0.0,0.0,63000.0,7875.0,0.888886570930481,0.0,0.0,0.6814509034156799,0.7053264379501343,0.11180930584669113,2.095120429992676
test_score,flow,classification,"(0, 0, 19)",9.0,9,5,conc,0,,0.0,0.0,38320.0,4790.0,0.888887345790863,0.0,0.0,0.750778317451477,0.6976666450500488,-0.003041030839085579,2.0676474571228027
train_score,flow,classification,"(0, 0, 20)",9.0,9,5,conc,0,,0.0,0.0,259280.0,32410.0,0.8888989090919495,0.0,0.0,0.544521152973175,0.6911170482635498,0.004766827914863825,2.1843326091766357
val_score,flow,classification,"(0, 0, 20)",9.0,9,5,conc,0,,0.0,0.0,63000.0,7875.0,0.888886570930481,0.0,0.0,0.5212509036064148,0.6963810920715332,-0.0016708489274606109,2.189305305480957
test_score,flow,classification,"(0, 0, 20)",9.0,9,5,conc,0,,0.0,0.0,38320.0,4790.0,0.888887345790863,0.0,0.0,0.49463480710983276,0.6934586763381958,0.001355318701826036,2.1996214389801025
train_score,flow,classification,"(0, 0, 21)",9.0,9,5,conc,0,,21418.0,2473.0,256807.0,10992.0,0.9538360238075256,0.8964881896972656,0.6608453989028931,0.9803621172904968,0.5434899926185608,0.7534574270248413,0.5868356823921204
val_score,flow,classification,"(0, 0, 21)",9.0,9,5,conc,0,,670.0,3723.0,59277.0,7205.0,0.8458132147789001,0.15251536667346954,0.0850793644785881,0.5963795185089111,1.095259428024292,0.02426096796989441,4.436490535736084
test_score,flow,classification,"(0, 0, 21)",9.0,9,5,conc,0,,529.0,1408.0,36912.0,4261.0,0.868499219417572,0.273102730512619,0.11043841391801834,0.7676990628242493,0.7774152159690857,0.08944963663816452,2.151609420776367
train_score,flow,classification,"(0, 0, 22)",9.0,9,5,conc,0,,7288.0,260.0,259020.0,25122.0,0.9129943251609802,0.9655537605285645,0.22486886382102966,0.8311108350753784,0.9203014969825745,0.39113757014274597,1.4630231857299805
val_score,flow,classification,"(0, 0, 22)",9.0,9,5,conc,0,,0.0,8.0,62992.0,7875.0,0.8887738585472107,0.0,0.0,0.6237667798995972,0.9015730619430542,0.02657412737607956,2.0364651679992676
test_score,flow,classification,"(0, 0, 22)",9.0,9,5,conc,0,,0.0,16.0,38304.0,4790.0,0.8885163068771362,0.0,0.0,0.7490673065185547,0.8693798780441284,-0.0007120128138922155,1.7623839378356934
train_score,flow,classification,"(0, 0, 22)",27.0,9,5,conc,0,,406.0,154.0,259126.0,32004.0,0.8897574543952942,0.7250000238418579,0.012526998296380043,0.8857581615447998,0.701933741569519,0.3062732219696045,1.413953423500061
val_score,flow,classification,"(0, 0, 22)",27.0,9,5,conc,0,,100.0,212.0,62788.0,7775.0,0.8873077034950256,0.3205128312110901,0.012698412872850895,0.622730016708374,1.1623291969299316,0.023693472146987915,5.464535713195801
test_score,flow,classification,"(0, 0, 22)",27.0,9,5,conc,0,,26.0,11.0,38309.0,4764.0,0.8892359733581543,0.7027027010917664,0.005427974741905928,0.8070998191833496,0.6510067582130432,0.16226965188980103,1.574115514755249
train_score,flow,classification,"(0, 0, 22)",81.0,9,5,conc,0,,0.0,0.0,259280.0,32410.0,0.8888989090919495,0.0,0.0,0.8743929266929626,0.7021616697311401,0.3003835380077362,1.386601448059082
val_score,flow,classification,"(0, 0, 22)",81.0,9,5,conc,0,,0.0,0.0,63000.0,7875.0,0.888886570930481,0.0,0.0,0.6237825155258179,1.353246808052063,0.027959028258919716,5.8919854164123535
test_score,flow,classification,"(0, 0, 22)",81.0,9,5,conc,0,,0.0,0.0,38320.0,4790.0,0.888887345790863,0.0,0.0,0.78431236743927,0.8300062417984009,0.10098656266927719,1.6861231327056885
