,featureType,prblemType,confID,budget,eng_lvls,divide,fusionType,repeats,thisloss,tp,fp,tn,fn,acc,prec,rec,auc,BC,MCC
test_score,handcrafted_extra,classification,"(0, 0, 3)",81.0,2,2.5,polynom_fit_SMOTE,4,0.46959489583969116,7726.0,2008.0,7726.0,2008.0,0.7937127351760864,0.7937127351760864,0.7937127351760864,0.8710201978683472,0.4864227771759033,0.6124562621116638
train_score,handcrafted_extra,classification,"(0, 0, 25)",81.0,2,5,polynom_fit_SMOTE,0,0.16644318401813507,6321.0,413.0,6321.0,413.0,0.9386694431304932,0.9386694431304932,0.9386694431304932,0.9848214387893677,0.25621238350868225,0.877760648727417
val_score,handcrafted_extra,classification,"(0, 0, 25)",81.0,2,5,polynom_fit_SMOTE,0,0.5652279853820801,1226.0,319.0,1226.0,319.0,0.7935274839401245,0.7935274839401245,0.7935274839401245,0.8481165766716003,0.49202418327331543,0.6135717034339905
test_score,handcrafted_extra,classification,"(0, 0, 25)",81.0,2,5,polynom_fit_SMOTE,0,0.40763920545578003,1405.0,329.0,1405.0,329.0,0.810265302658081,0.810265302658081,0.810265302658081,0.8995687365531921,0.4279804825782776,0.6216790080070496
train_score,handcrafted_extra,classification,"(0, 0, 25)",81.0,2,5,polynom_fit_SMOTE,1,0.14117233455181122,6236.0,347.0,6236.0,347.0,0.947288453578949,0.947288453578949,0.947288453578949,0.9894275069236755,0.21714253723621368,0.894468367099762
val_score,handcrafted_extra,classification,"(0, 0, 25)",81.0,2,5,polynom_fit_SMOTE,1,0.2978416681289673,1567.0,223.0,1567.0,223.0,0.875419020652771,0.875419020652771,0.875419020652771,0.9475398659706116,0.32533013820648193,0.7515556216239929
test_score,handcrafted_extra,classification,"(0, 0, 25)",81.0,2,5,polynom_fit_SMOTE,1,0.3758649230003357,1744.0,296.0,1744.0,296.0,0.8549019694328308,0.8549019694328308,0.8549019694328308,0.9236848950386047,0.36565643548965454,0.7152394652366638
train_score,handcrafted_extra,classification,"(0, 0, 12)",27.0,2,5,polynom_fit_SMOTE,2,0.4597623646259308,4174.0,932.0,4174.0,932.0,0.8174696564674377,0.8174696564674377,0.8174696564674377,0.8932641744613647,0.5503095388412476,0.6368565559387207
val_score,handcrafted_extra,classification,"(0, 0, 12)",27.0,2,5,polynom_fit_SMOTE,2,0.6126289367675781,1243.0,559.0,1243.0,559.0,0.6897891163825989,0.6897891163825989,0.6897891163825989,0.7323682308197021,0.6397995948791504,0.39344462752342224
test_score,handcrafted_extra,classification,"(0, 0, 12)",27.0,2,5,polynom_fit_SMOTE,2,0.6288571357727051,2369.0,1026.0,2369.0,1026.0,0.6977908611297607,0.6977908611297607,0.6977908611297607,0.7184638977050781,0.6473184823989868,0.40611380338668823
train_score,handcrafted_extra,classification,"(0, 0, 11)",9.0,2,5,polynom_fit_SMOTE,3,0.6929340362548828,2444.0,2264.0,2444.0,2264.0,0.5191164016723633,0.5191164016723633,0.5191164016723633,0.5191164016723633,0.6930375099182129,0.0
val_score,handcrafted_extra,classification,"(0, 0, 11)",9.0,2,5,polynom_fit_SMOTE,3,0.6934812664985657,1126.0,1251.0,1126.0,1251.0,0.47370636463165283,0.47370636463165283,0.47370636463165283,0.47370636463165283,0.6933092474937439,0.0
test_score,handcrafted_extra,classification,"(0, 0, 11)",9.0,2,5,polynom_fit_SMOTE,3,0.6933345794677734,1517.0,1605.0,1517.0,1605.0,0.4859064817428589,0.4859064817428589,0.4859064817428589,0.4859064817428589,0.6932358741760254,0.0
train_score,handcrafted_extra,classification,"(0, 0, 0)",27.0,2,5,polynom_fit_SMOTE,4,0.5156131982803345,3754.0,960.0,3754.0,960.0,0.7963513135910034,0.7963513135910034,0.7963513135910034,0.8517838716506958,0.6383951902389526,0.5989471673965454
val_score,handcrafted_extra,classification,"(0, 0, 0)",27.0,2,5,polynom_fit_SMOTE,4,0.6813745498657227,2038.0,1210.0,2038.0,1210.0,0.6274630427360535,0.6274630427360535,0.6274630427360535,0.6335127949714661,0.7284635901451111,0.26026538014411926
test_score,handcrafted_extra,classification,"(0, 0, 0)",27.0,2,5,polynom_fit_SMOTE,4,0.645035982131958,1520.0,857.0,1520.0,857.0,0.6394615173339844,0.6394615173339844,0.6394615173339844,0.6768108010292053,0.7144376635551453,0.27872931957244873
train_score,handcrafted_extra,classification,"(0, 0, 22)",81.0,2,5s,polynom_fit_SMOTE,0,0.25584572553634644,10858.0,1208.0,10858.0,1208.0,0.8998839855194092,0.8998839855194092,0.8998839855194092,0.961275577545166,0.3421253561973572,0.801895022392273
val_score,handcrafted_extra,classification,"(0, 0, 22)",81.0,2,5s,polynom_fit_SMOTE,0,0.36532339453697205,2262.0,400.0,2262.0,400.0,0.8497370481491089,0.8497370481491089,0.8497370481491089,0.9176502823829651,0.4197581708431244,0.7088655233383179
test_score,handcrafted_extra,classification,"(0, 0, 22)",81.0,2,5s,polynom_fit_SMOTE,0,0.40794962644577026,2437.0,579.0,2437.0,579.0,0.8080238699913025,0.8080238699913025,0.8080238699913025,0.8963567018508911,0.4634973704814911,0.6160116195678711
train_score,handcrafted_extra,classification,"(0, 0, 11)",27.0,2,5s,polynom_fit_SMOTE,1,0.1858498603105545,10823.0,870.0,10823.0,870.0,0.9255965352058411,0.9255965352058411,0.9255965352058411,0.9791432619094849,0.2548702657222748,0.8569388389587402
val_score,handcrafted_extra,classification,"(0, 0, 11)",27.0,2,5s,polynom_fit_SMOTE,1,0.3109146058559418,2681.0,387.0,2681.0,387.0,0.873859167098999,0.873859167098999,0.873859167098999,0.9422193169593811,0.3524300158023834,0.7492496967315674
test_score,handcrafted_extra,classification,"(0, 0, 11)",27.0,2,5s,polynom_fit_SMOTE,1,0.2559337317943573,3082.0,329.0,3082.0,329.0,0.9035473465919495,0.9035473465919495,0.9035473465919495,0.9596079587936401,0.31429174542427063,0.808215856552124
train_score,handcrafted_extra,classification,"(0, 0, 26)",81.0,2,5s,polynom_fit_SMOTE,2,0.2860736846923828,8281.0,1011.0,8281.0,1011.0,0.8911967277526855,0.8911967277526855,0.8911967277526855,0.9548469185829163,0.41532886028289795,0.782873809337616
val_score,handcrafted_extra,classification,"(0, 0, 26)",81.0,2,5s,polynom_fit_SMOTE,2,0.6483922600746155,2273.0,1100.0,2273.0,1100.0,0.6738808155059814,0.6738808155059814,0.6738808155059814,0.7100517749786377,0.6545649170875549,0.34839776158332825
test_score,handcrafted_extra,classification,"(0, 0, 26)",81.0,2,5s,polynom_fit_SMOTE,2,0.5320689082145691,4427.0,1422.0,4427.0,1422.0,0.7568815350532532,0.7568815350532532,0.7568815350532532,0.8205519318580627,0.5801084637641907,0.5227282047271729
train_score,handcrafted_extra,classification,"(0, 0, 24)",81.0,2,5s,polynom_fit_SMOTE,3,0.4762064218521118,7640.0,1379.0,7640.0,1379.0,0.847100555896759,0.847100555896759,0.847100555896759,0.9052956104278564,0.5637717843055725,0.6972031593322754
val_score,handcrafted_extra,classification,"(0, 0, 24)",81.0,2,5s,polynom_fit_SMOTE,3,0.6447566151618958,2394.0,1770.0,2394.0,1770.0,0.5749279260635376,0.5749279260635376,0.5749279260635376,0.6683305501937866,0.6581528782844543,0.18541710078716278
test_score,handcrafted_extra,classification,"(0, 0, 24)",81.0,2,5s,polynom_fit_SMOTE,3,0.6509205102920532,3076.0,2036.0,3076.0,2036.0,0.601721465587616,0.601721465587616,0.601721465587616,0.6649933457374573,0.6602044105529785,0.21274860203266144
train_score,handcrafted_extra,classification,"(0, 0, 25)",81.0,2,5s,polynom_fit_SMOTE,4,0.3895527124404907,7121.0,1126.0,7121.0,1126.0,0.8634654879570007,0.8634654879570007,0.8634654879570007,0.9289494752883911,0.5137113928794861,0.7289360761642456
val_score,handcrafted_extra,classification,"(0, 0, 25)",81.0,2,5s,polynom_fit_SMOTE,4,0.5579575300216675,4507.0,1405.0,4507.0,1405.0,0.7623477578163147,0.7623477578163147,0.7623477578163147,0.8123417496681213,0.6222168207168579,0.5254625082015991
test_score,handcrafted_extra,classification,"(0, 0, 25)",81.0,2,5s,polynom_fit_SMOTE,4,0.6240368485450745,2538.0,1626.0,2538.0,1626.0,0.609510064125061,0.609510064125061,0.609510064125061,0.7071180939674377,0.652887761592865,0.27763494849205017
train_score,handcrafted_extra,classification,"(0, 0, 9)",27.0,3,2.5,polynom_fit_SMOTE,0,1.0986452102661133,0.0,0.0,91612.0,45806.0,0.6666738986968994,0.0,0.0,0.4996834397315979,0.6931595206260681,0.0
val_score,handcrafted_extra,classification,"(0, 0, 9)",27.0,3,2.5,polynom_fit_SMOTE,0,1.0986090898513794,0.0,0.0,18726.0,9363.0,0.6666676998138428,0.0,0.0,0.5015219449996948,0.6931448578834534,0.0
test_score,handcrafted_extra,classification,"(0, 0, 9)",27.0,3,2.5,polynom_fit_SMOTE,0,1.0986369848251343,0.0,0.0,21260.0,10630.0,0.6666682362556458,0.0,0.0,0.5000941157341003,0.6931527853012085,0.0
train_score,handcrafted_extra,classification,"(0, 0, 8)",27.0,3,2.5,polynom_fit_SMOTE,1,0.6167436242103577,30398.0,5815.0,82685.0,13852.0,0.8518489599227905,0.8394222855567932,0.6869604587554932,0.9162729382514954,0.46037936210632324,0.674659252166748
val_score,handcrafted_extra,classification,"(0, 0, 8)",27.0,3,2.5,polynom_fit_SMOTE,1,0.8693143129348755,3644.0,1563.0,13157.0,3716.0,0.7609149813652039,0.6998271346092224,0.4951086938381195,0.7955906987190247,0.565014660358429,0.36300018429756165
test_score,handcrafted_extra,classification,"(0, 0, 8)",27.0,3,2.5,polynom_fit_SMOTE,1,0.8483381271362305,5441.0,3651.0,20479.0,6624.0,0.7161207795143127,0.5984382033348083,0.45097389817237854,0.787065863609314,0.551487386226654,0.3805483877658844
train_score,handcrafted_extra,classification,"(0, 0, 7)",81.0,3,2.5,polynom_fit_SMOTE,2,1.051141381263733,0.0,0.0,62348.0,31174.0,0.6666676998138428,0.0,0.0,0.7669939994812012,0.6706014275550842,0.5247106552124023
val_score,handcrafted_extra,classification,"(0, 0, 7)",81.0,3,2.5,polynom_fit_SMOTE,2,1.0831316709518433,0.0,0.0,23870.0,11935.0,0.6666685938835144,0.0,0.0,0.5597354173660278,0.6769843697547913,-0.015405556187033653
test_score,handcrafted_extra,classification,"(0, 0, 7)",81.0,3,2.5,polynom_fit_SMOTE,2,1.0911026000976562,0.0,0.0,43142.0,21571.0,0.666663408279419,0.0,0.0,0.5337814092636108,0.6779616475105286,-0.006061540450900793
train_score,handcrafted_extra,classification,"(0, 0, 23)",9.0,3,2.5,polynom_fit_SMOTE,3,0.9524704813957214,2255.0,84.0,65930.0,30752.0,0.688593864440918,0.964087188243866,0.06831884384155273,0.9337484240531921,0.6655148267745972,0.7881709337234497
val_score,handcrafted_extra,classification,"(0, 0, 23)",9.0,3,2.5,polynom_fit_SMOTE,3,1.0867681503295898,942.0,147.0,28815.0,13539.0,0.6849662661552429,0.8650137782096863,0.06505075842142105,0.5746527910232544,0.7098155617713928,0.06364326179027557
test_score,handcrafted_extra,classification,"(0, 0, 23)",9.0,3,2.5,polynom_fit_SMOTE,3,1.0799764394760132,1030.0,178.0,37094.0,17606.0,0.6819034814834595,0.8526490330696106,0.05526937171816826,0.551746666431427,0.7079399824142456,0.006239085923880339
train_score,handcrafted_extra,classification,"(0, 0, 9)",27.0,3,2.5,polynom_fit_SMOTE,4,0.8339688181877136,7534.0,1043.0,57743.0,21859.0,0.7402811646461487,0.8783957362174988,0.256319522857666,0.8941543698310852,0.601951003074646,0.6893202662467957
val_score,handcrafted_extra,classification,"(0, 0, 9)",27.0,3,2.5,polynom_fit_SMOTE,4,1.018660545349121,3626.0,1229.0,43651.0,18814.0,0.7022697925567627,0.7468588948249817,0.1615864485502243,0.6609302759170532,0.6648995876312256,0.16932187974452972
test_score,handcrafted_extra,classification,"(0, 0, 9)",27.0,3,2.5,polynom_fit_SMOTE,4,1.0614885091781616,3332.0,3573.0,25389.0,11149.0,0.661118745803833,0.48254889249801636,0.23009461164474487,0.6476931571960449,0.6743558049201965,0.0002745083183981478
train_score,handcrafted_extra,classification,"(0, 0, 5)",27.0,3,5,polynom_fit_SMOTE,0,1.0978070497512817,0.0,0.0,46042.0,23021.0,0.6666629910469055,0.0,0.0,0.5026116371154785,0.6933048963546753,0.00548701174557209
val_score,handcrafted_extra,classification,"(0, 0, 5)",27.0,3,5,polynom_fit_SMOTE,0,1.098885416984558,0.0,0.0,9276.0,4638.0,0.6666661500930786,0.0,0.0,0.49848002195358276,0.6934172511100769,-0.03024599887430668
test_score,handcrafted_extra,classification,"(0, 0, 5)",27.0,3,5,polynom_fit_SMOTE,0,1.0984435081481934,0.0,0.0,11102.0,5551.0,0.66666579246521,0.0,0.0,0.5040795207023621,0.6931155920028687,-0.01984604075551033
train_score,handcrafted_extra,classification,"(0, 0, 10)",27.0,3,5,polynom_fit_SMOTE,1,0.6178904175758362,15458.0,2186.0,42300.0,6785.0,0.8655608296394348,0.8761051893234253,0.6949602365493774,0.9289591312408447,0.5452433824539185,0.7023680210113525
val_score,handcrafted_extra,classification,"(0, 0, 10)",27.0,3,5,polynom_fit_SMOTE,1,0.7693154215812683,1978.0,396.0,6980.0,1710.0,0.8096529245376587,0.8331929445266724,0.5363340377807617,0.8688062429428101,0.567735493183136,0.4587559700012207
test_score,handcrafted_extra,classification,"(0, 0, 10)",27.0,3,5,polynom_fit_SMOTE,1,0.8168627619743347,2775.0,542.0,12184.0,3588.0,0.7836452722549438,0.8365993499755859,0.436115026473999,0.8406780958175659,0.6047313213348389,0.4922544062137604
train_score,handcrafted_extra,classification,"(0, 0, 9)",27.0,3,5,polynom_fit_SMOTE,2,1.0825241804122925,0.0,0.0,31326.0,15663.0,0.6666660308837891,0.0,0.0,0.6261012554168701,0.6472006440162659,0.27595216035842896
val_score,handcrafted_extra,classification,"(0, 0, 9)",27.0,3,5,polynom_fit_SMOTE,2,1.0958518981933594,0.0,0.0,12044.0,6022.0,0.6666656732559204,0.0,0.0,0.5449539422988892,0.6544681191444397,0.061461325734853745
test_score,handcrafted_extra,classification,"(0, 0, 9)",27.0,3,5,polynom_fit_SMOTE,2,1.076302170753479,0.0,0.0,21468.0,10734.0,0.6666682362556458,0.0,0.0,0.6094866991043091,0.644126832485199,0.19856572151184082
train_score,handcrafted_extra,classification,"(0, 0, 2)",27.0,3,5,polynom_fit_SMOTE,3,1.0988126993179321,0.0,0.0,32898.0,16449.0,0.6666656136512756,0.0,0.0,0.4944373369216919,0.6917405724525452,0.0
val_score,handcrafted_extra,classification,"(0, 0, 2)",27.0,3,5,polynom_fit_SMOTE,3,1.0984951257705688,0.0,0.0,14570.0,7285.0,0.666666567325592,0.0,0.0,0.5047357678413391,0.6916394829750061,0.0
test_score,handcrafted_extra,classification,"(0, 0, 2)",27.0,3,5,polynom_fit_SMOTE,3,1.0986860990524292,0.0,0.0,18904.0,9452.0,0.6666677594184875,0.0,0.0,0.49888911843299866,0.6917029023170471,0.0
train_score,handcrafted_extra,classification,"(0, 0, 18)",81.0,3,5,polynom_fit_SMOTE,4,0.46786463260650635,11872.0,1450.0,27882.0,2794.0,0.9035413265228271,0.8911575078964233,0.8094913363456726,0.953670859336853,0.5239395499229431,0.7856674194335938
val_score,handcrafted_extra,classification,"(0, 0, 18)",81.0,3,5,polynom_fit_SMOTE,4,1.1216176748275757,4253.0,3627.0,18779.0,6950.0,0.685292661190033,0.5397208333015442,0.379630446434021,0.6538789868354797,0.7875317335128784,0.25700390338897705
test_score,handcrafted_extra,classification,"(0, 0, 18)",81.0,3,5,polynom_fit_SMOTE,4,1.0268290042877197,2246.0,3807.0,10763.0,5039.0,0.5952416062355042,0.3710556626319885,0.30830472707748413,0.6744577884674072,0.7500102519989014,0.059854231774806976
train_score,handcrafted_extra,classification,"(0, 0, 14)",81.0,3,5s,polynom_fit_SMOTE,0,1.098622441291809,0.0,0.0,38066.0,19033.0,0.6666643619537354,0.0,0.0,0.49997374415397644,0.6943583488464355,0.0
val_score,handcrafted_extra,classification,"(0, 0, 14)",81.0,3,5s,polynom_fit_SMOTE,0,1.09857177734375,0.0,0.0,7638.0,3819.0,0.666666567325592,0.0,0.0,0.5033385753631592,0.694338321685791,0.0
test_score,handcrafted_extra,classification,"(0, 0, 14)",81.0,3,5s,polynom_fit_SMOTE,0,1.0985510349273682,0.0,0.0,9026.0,4513.0,0.6666662096977234,0.0,0.0,0.5040438771247864,0.6943318247795105,0.0
train_score,handcrafted_extra,classification,"(0, 0, 5)",81.0,3,5s,polynom_fit_SMOTE,1,0.5505304932594299,13901.0,1601.0,35509.0,4654.0,0.887631356716156,0.8967230319976807,0.7491781115531921,0.9518886804580688,0.487175852060318,0.7633841633796692
val_score,handcrafted_extra,classification,"(0, 0, 5)",81.0,3,5s,polynom_fit_SMOTE,1,0.6920326948165894,1848.0,313.0,5823.0,1220.0,0.8334419131278992,0.8551596403121948,0.6023467779159546,0.910224199295044,0.5244421362876892,0.5577539801597595
test_score,handcrafted_extra,classification,"(0, 0, 5)",81.0,3,5s,polynom_fit_SMOTE,1,0.8505299091339111,2415.0,852.0,9470.0,2746.0,0.7676158547401428,0.739210307598114,0.4679325819015503,0.8115607500076294,0.5867850184440613,0.45035815238952637
train_score,handcrafted_extra,classification,"(0, 0, 3)",81.0,3,5s,polynom_fit_SMOTE,2,0.8358509540557861,4062.0,480.0,25254.0,8805.0,0.759460985660553,0.8943196535110474,0.3156912922859192,0.9091944694519043,0.6210243105888367,0.781950831413269
val_score,handcrafted_extra,classification,"(0, 0, 3)",81.0,3,5s,polynom_fit_SMOTE,2,1.101509928703308,1061.0,548.0,9584.0,4005.0,0.700420618057251,0.6594157814979553,0.20943544805049896,0.595994234085083,0.7179137468338013,0.1104305237531662
test_score,handcrafted_extra,classification,"(0, 0, 3)",81.0,3,5s,polynom_fit_SMOTE,2,1.0861387252807617,2359.0,1471.0,17335.0,7044.0,0.6981467604637146,0.6159269213676453,0.25087738037109375,0.6337471008300781,0.7115288376808167,0.30513083934783936
train_score,handcrafted_extra,classification,"(0, 0, 23)",27.0,3,5s,polynom_fit_SMOTE,3,1.098556399345398,0.0,0.0,25974.0,12987.0,0.6666679978370667,0.0,0.0,0.5044274926185608,0.6931365132331848,0.0
val_score,handcrafted_extra,classification,"(0, 0, 23)",27.0,3,5s,polynom_fit_SMOTE,3,1.0983476638793945,0.0,0.0,12368.0,6184.0,0.6666656732559204,0.0,0.0,0.5122479200363159,0.6930681467056274,-0.024321941658854485
test_score,handcrafted_extra,classification,"(0, 0, 23)",27.0,3,5s,polynom_fit_SMOTE,3,1.0985115766525269,0.0,0.0,15628.0,7814.0,0.6666669249534607,0.0,0.0,0.5060141086578369,0.693123459815979,0.0
train_score,handcrafted_extra,classification,"(0, 0, 25)",27.0,3,5s,polynom_fit_SMOTE,4,0.6585469245910645,8073.0,869.0,23557.0,4140.0,0.8632882237434387,0.9028181433677673,0.6610169410705566,0.9357376098632812,0.5401573777198792,0.7509586811065674
val_score,handcrafted_extra,classification,"(0, 0, 25)",27.0,3,5s,polynom_fit_SMOTE,4,1.0128505229949951,1978.0,1243.0,16947.0,7117.0,0.6936051249504089,0.6140949726104736,0.21748213469982147,0.6700456142425537,0.6610304117202759,0.23176173865795135
test_score,handcrafted_extra,classification,"(0, 0, 25)",27.0,3,5s,polynom_fit_SMOTE,4,1.0347477197647095,1498.0,1134.0,11234.0,4686.0,0.6862867474555969,0.5691489577293396,0.24223802983760834,0.64373779296875,0.6768454313278198,0.1467180848121643
train_score,handcrafted_extra,classification,"(0, 0, 5)",27.0,5,2.5,polynom_fit_SMOTE,0,0.9987662434577942,14816.0,22.0,244546.0,46326.0,0.8483905792236328,0.9985173344612122,0.24232114851474762,0.9116020202636719,0.520288348197937,0.5515463948249817
val_score,handcrafted_extra,classification,"(0, 0, 5)",27.0,5,2.5,polynom_fit_SMOTE,0,1.435533881187439,0.0,1.0,41723.0,10431.0,0.7999827265739441,0.0,0.0,0.6701178550720215,0.5582950711250305,0.0960359275341034
test_score,handcrafted_extra,classification,"(0, 0, 5)",27.0,5,2.5,polynom_fit_SMOTE,0,1.4171147346496582,0.0,0.0,39120.0,9780.0,0.8000020980834961,0.0,0.0,0.6810821294784546,0.5578713417053223,0.10411656647920609
train_score,handcrafted_extra,classification,"(0, 0, 4)",81.0,5,2.5,polynom_fit_SMOTE,1,0.5151386857032776,42860.0,6153.0,227163.0,15469.0,0.9258625507354736,0.8744618892669678,0.7347974181175232,0.9687018990516663,0.5882406830787659,0.7669124007225037
val_score,handcrafted_extra,classification,"(0, 0, 4)",81.0,5,2.5,polynom_fit_SMOTE,1,1.0362184047698975,2814.0,1839.0,27617.0,4550.0,0.8264801502227783,0.6047711372375488,0.3821292817592621,0.8562325239181519,0.8145133852958679,0.35180535912513733
test_score,handcrafted_extra,classification,"(0, 0, 4)",81.0,5,2.5,polynom_fit_SMOTE,1,1.1082743406295776,4649.0,4072.0,46968.0,8111.0,0.8090444803237915,0.5330810546875,0.36434170603752136,0.8360488414764404,0.8137713670730591,0.35165145993232727
train_score,handcrafted_extra,classification,"(0, 0, 0)",81.0,5,2.5,polynom_fit_SMOTE,2,1.385959506034851,0.0,0.0,130540.0,32635.0,0.7999922633171082,0.0,0.0,0.63068026304245,1.1529700756072998,0.0
val_score,handcrafted_extra,classification,"(0, 0, 0)",81.0,5,2.5,polynom_fit_SMOTE,2,3.0840752124786377,0.0,0.0,68180.0,17045.0,0.7999963760375977,0.0,0.0,0.5039161443710327,1.492592453956604,0.0
test_score,handcrafted_extra,classification,"(0, 0, 0)",81.0,5,2.5,polynom_fit_SMOTE,2,1.387134313583374,0.0,0.0,91968.0,22992.0,0.7999942302703857,0.0,0.0,0.6218576431274414,1.1532011032104492,0.0
train_score,handcrafted_extra,classification,"(0, 0, 22)",9.0,5,2.5,polynom_fit_SMOTE,3,1.5334768295288086,0.0,0.0,143916.0,35979.0,0.7999919056892395,0.0,0.0,0.7109820246696472,0.6911117434501648,0.2748018205165863
val_score,handcrafted_extra,classification,"(0, 0, 22)",9.0,5,2.5,polynom_fit_SMOTE,3,1.565659523010254,0.0,0.0,53224.0,13306.0,0.7999988198280334,0.0,0.0,0.607323944568634,0.6993218660354614,-0.07668288797140121
test_score,handcrafted_extra,classification,"(0, 0, 22)",9.0,5,2.5,polynom_fit_SMOTE,3,1.6189264059066772,0.0,0.0,101940.0,25485.0,0.7999935746192932,0.0,0.0,0.5148614645004272,0.7093629837036133,0.07171348482370377
train_score,handcrafted_extra,classification,"(0, 0, 23)",81.0,5,2.5,polynom_fit_SMOTE,4,1.1077439785003662,7319.0,2.0,145158.0,28971.0,0.8403195142745972,0.9997268319129944,0.20168089866638184,0.9003674983978271,0.7194836735725403,0.5688096284866333
val_score,handcrafted_extra,classification,"(0, 0, 23)",81.0,5,2.5,polynom_fit_SMOTE,4,1.4832457304000854,0.0,0.0,97452.0,24363.0,0.7999938726425171,0.0,0.0,0.6382330656051636,0.6846871376037598,-0.010785292834043503
test_score,handcrafted_extra,classification,"(0, 0, 23)",81.0,5,2.5,polynom_fit_SMOTE,4,1.4391777515411377,0.0,0.0,53224.0,13306.0,0.7999988198280334,0.0,0.0,0.7304911613464355,0.6818110942840576,0.15011338889598846
train_score,handcrafted_extra,classification,"(0, 0, 18)",27.0,5,5,polynom_fit_SMOTE,0,0.3610047996044159,20602.0,2584.0,95276.0,3863.0,0.9472959637641907,0.8885534405708313,0.842100977897644,0.9835604429244995,0.6820468902587891,0.8233945965766907
val_score,handcrafted_extra,classification,"(0, 0, 18)",27.0,5,5,polynom_fit_SMOTE,0,1.8688379526138306,2562.0,1541.0,19215.0,2627.0,0.8393523693084717,0.6244211792945862,0.49373674392700195,0.7737734317779541,1.0615273714065552,0.3991905748844147
