,featureType,prblemType,confID,budget,eng_lvls,divide,fusionType,repeats,loss,tp,fp,tn,fn,acc,prec,rec,auc,BC,MCC,0
test_score,flow,classification,"(0, 0, 0)",27.0,5,2.5,none,0,1.4609969854354858,10261.0,3743.0,130113.0,6470.0,0.9319243431091309,0.7315638661384583,0.6122264862060547,0.8923273086547852,1.3637430667877197,0.576056718826294,
train_score,flow,classification,"(0, 0, 1)",9.0,5,2.5,none,0,1.6719847917556763,2698.0,337.0,41117.0,2750.0,1.0339946746826172,0.3543175458908081,0.410498708486557,0.9448584914207458,0.824857771396637,0.5003593564033508,
val_score,flow,classification,"(0, 0, 1)",9.0,5,2.5,none,0,1.8670533895492554,3999.0,459.0,57227.0,3603.0,0.9966710209846497,0.8857594728469849,0.4779936671257019,0.9829613566398621,0.03282519802451134,0.5764994621276855,
test_score,flow,classification,"(0, 0, 1)",9.0,5,2.5,none,0,1.9033679962158203,7489.0,4143.0,175969.0,14810.0,0.9052378535270691,0.6360875964164734,0.3241194486618042,0.8363766074180603,1.044520378112793,0.3185466527938843,
train_score,flow,classification,"(0, 0, 1)",27.0,5,2.5,none,0,1.2924704551696777,2854.0,120.0,46104.0,2759.0,0.9588971734046936,0.956882894039154,0.5040598511695862,0.9586791396141052,0.8402298092842102,0.6597956418991089,
val_score,flow,classification,"(0, 0, 1)",27.0,5,2.5,none,0,1.8014534711837769,8874.0,3024.0,180899.0,14024.0,0.92095947265625,0.749305784702301,0.3895755708217621,0.8839117288589478,0.9240620732307434,0.5123607516288757,
test_score,flow,classification,"(0, 0, 1)",27.0,5,2.5,none,0,1.7230058908462524,51263.0,3769.0,839482.0,54425.0,0.9403159618377686,0.9317073225975037,0.4833385944366455,0.9495365023612976,0.8298414945602417,0.5873912572860718,
train_score,flow,classification,"(0, 0, 2)",9.0,5,2.5,none,0,1.2994730472564697,2092.0,860.0,36980.0,2813.0,0.9108734726905823,0.7343382239341736,0.4074595272541046,0.90907222032547,0.9232538938522339,0.40671220421791077,
val_score,flow,classification,"(0, 0, 2)",9.0,5,2.5,none,0,1.8073259592056274,3503.0,357.0,41370.0,2465.0,0.9894360303878784,0.8970438241958618,0.5303159952163696,0.958868145942688,0.7614700794219971,0.5466647148132324,
test_score,flow,classification,"(0, 0, 2)",9.0,5,2.5,none,0,1.7365392446517944,40898.0,5114.0,682568.0,45344.0,0.9342712759971619,0.8893437385559082,0.46867984533309937,0.9464871883392334,0.7918897271156311,0.5339583158493042,
train_score,flow,classification,"(0, 0, 3)",9.0,5,2.5,none,0,0.8170847296714783,5766.0,3432.0,159557.0,14531.0,0.9044107794761658,0.628364622592926,0.281358540058136,0.8206300735473633,0.9773795008659363,0.19652174413204193,
val_score,flow,classification,"(0, 0, 3)",9.0,5,2.5,none,0,1.4290530681610107,3420.0,4088.0,148676.0,15660.0,0.889752984046936,0.45590078830718994,0.17699983716011047,0.8108240962028503,0.9660749435424805,0.3224135637283325,
test_score,flow,classification,"(0, 0, 3)",9.0,5,2.5,none,0,1.112255573272705,3052.0,1788.0,91379.0,8433.0,0.9061771035194397,0.6330904364585876,0.2646792232990265,0.8719823956489563,0.69012051820755,0.42765045166015625,
train_score,flow,classification,"(0, 0, 4)",9.0,5,2.5,none,0,2.1392693519592285,1813.0,469.0,50363.0,4532.0,0.9551780223846436,0.784440815448761,0.598051130771637,0.9908342957496643,3.537753105163574,0.3197687268257141,
val_score,flow,classification,"(0, 0, 4)",9.0,5,2.5,none,0,2.144016742706299,42799.0,10392.0,883304.0,68763.0,0.9299260377883911,0.8038297891616821,0.3838407099246979,0.8996520638465881,0.837143063545227,0.41889479756355286,
test_score,flow,classification,"(0, 0, 4)",9.0,5,2.5,none,0,2.1367125511169434,12531.0,1713.0,217903.0,14921.0,0.9321445226669312,0.8799025416374207,0.45848268270492554,0.938933789730072,0.8325901627540588,0.4984910190105438,
train_score,flow,classification,"(0, 0, 5)",9.0,5,2.5,none,0,0.32580462098121643,224.0,2389.0,144057.0,11295.0,0.9170699119567871,0.7716431617736816,0.3687073886394501,0.9199391603469849,0.8524752259254456,0.39812925457954407,
val_score,flow,classification,"(0, 0, 5)",9.0,5,2.5,none,0,7.6016645431518555,2479.0,396.0,33972.0,1690.0,2.388124704360962,0.9262672662734985,0.38674938678741455,0.915700376033783,0.8086498379707336,0.4580547511577606,
test_score,flow,classification,"(0, 0, 5)",9.0,5,2.5,none,0,3.3443076610565186,75857.0,20921.0,1632103.0,131004.0,0.9217436909675598,0.7852543592453003,0.36584562063217163,0.9016855955123901,0.8918526768684387,0.4569682776927948,
train_score,flow,classification,"(0, 0, 6)",9.0,5,2.5,none,0,1.8559646606445312,78079.0,21230.0,1681346.0,134912.0,0.9217707514762878,0.7876427173614502,0.3657471239566803,0.9023813605308533,0.8891255259513855,0.45723092555999756,
val_score,flow,classification,"(0, 0, 6)",9.0,5,2.5,none,0,1.9927842617034912,3103.0,1255.0,56361.0,4274.0,0.9129834771156311,0.7282516360282898,0.4081670939922333,0.05172456055879593,0.9120607376098633,0.41021618247032166,
test_score,flow,classification,"(0, 0, 6)",9.0,5,2.5,none,0,2.0252370834350586,5620.0,635.0,85886.0,5455.0,0.9372467994689941,0.8901629447937012,0.4718278646469116,0.9540404081344604,0.7923320531845093,0.5886211395263672,
train_score,flow,classification,"(0, 0, 7)",9.0,5,2.5,none,0,1.4993822574615479,3533.0,551.0,52839.0,3764.0,1.0185093879699707,0.8548199534416199,0.4171644151210785,0.7544665932655334,1.1666359901428223,0.4757562279701233,
val_score,flow,classification,"(0, 0, 7)",9.0,5,2.5,none,0,1.6709843873977661,6548.0,1215.0,114032.0,8361.0,0.9236254692077637,0.8287533521652222,0.40602347254753113,0.9246872663497925,0.8944520354270935,0.4730116128921509,
test_score,flow,classification,"(0, 0, 7)",9.0,5,2.5,none,0,1.7211822271347046,21988.0,7896.0,525576.0,44929.0,0.9226133823394775,0.7386679649353027,0.3237246572971344,0.8980063199996948,0.9304390549659729,0.44889071583747864,
train_score,flow,classification,"(0, 0, 8)",9.0,5,2.5,none,0,0.40948811173439026,6039.0,2151.0,118861.0,9668.0,0.9613274931907654,0.7263821959495544,0.33734723925590515,0.8752902150154114,1.2104921340942383,0.375386118888855,
val_score,flow,classification,"(0, 0, 8)",9.0,5,2.5,none,0,4.664017677307129,2894.0,755.0,69342.0,5929.0,0.9146922826766968,0.9286251068115234,0.3002336323261261,0.6545708775520325,0.8952392339706421,0.3698616325855255,
test_score,flow,classification,"(0, 0, 8)",9.0,5,2.5,none,0,2.914301633834839,11452.0,3379.0,242093.0,19179.0,0.9187373518943787,0.7707688808441162,0.38060393929481506,0.8941138982772827,0.9324830770492554,0.46021708846092224,
train_score,flow,classification,"(0, 0, 9)",9.0,5,2.5,none,0,1.8735748529434204,16391.0,2969.0,338190.0,26254.0,0.9344285726547241,0.8458384275436401,0.3819669485092163,0.9216327667236328,0.8260343074798584,0.4712085425853729,
val_score,flow,classification,"(0, 0, 9)",9.0,5,2.5,none,0,1.8820685148239136,13432.0,5471.0,301717.0,25515.0,0.9266692399978638,0.7031548619270325,0.3243737518787384,0.852578341960907,1.0688960552215576,0.37087762355804443,
test_score,flow,classification,"(0, 0, 9)",9.0,5,2.5,none,0,1.885914921760559,334.0,93.0,96445.0,8491.0,0.9129201769828796,0.8816521167755127,0.2720440924167633,0.15915319323539734,0.9000231027603149,0.36410441994667053,
train_score,flow,classification,"(0, 0, 9)",27.0,5,2.5,none,0,1.5775996446609497,23115.0,5275.0,523013.0,43127.0,0.921398937702179,0.8111347556114197,0.34390169382095337,0.8894727230072021,0.8916821479797363,0.4462730288505554,
val_score,flow,classification,"(0, 0, 9)",27.0,5,2.5,none,0,1.6857945919036865,2584.0,482.0,50284.0,3737.0,0.9219352602958679,0.8298597931861877,0.3796809911727905,0.919544517993927,0.8904868364334106,0.4801359474658966,
test_score,flow,classification,"(0, 0, 9)",27.0,5,2.5,none,0,1.6969084739685059,3208.0,292.0,55239.0,3768.0,0.9346028566360474,0.9176262021064758,0.4626707136631012,0.9355764389038086,0.833029568195343,0.5172062516212463,
train_score,flow,classification,"(0, 0, 10)",9.0,5,2.5,none,0,0.54167640209198,814.0,64.0,6242.0,344.0,1.0549625158309937,0.9077810049057007,0.4277001917362213,0.9138012528419495,0.9221085906028748,0.5420442223548889,
val_score,flow,classification,"(0, 0, 10)",9.0,5,2.5,none,0,8.237476348876953,957.0,183.0,11713.0,703.0,0.09397565573453903,0.85097736120224,0.3958663046360016,0.9258498549461365,0.8167709112167358,0.4269946217536926,
test_score,flow,classification,"(0, 0, 10)",9.0,5,2.5,none,0,4.859975814819336,4180.0,695.0,70200.0,5089.0,0.9235700964927673,0.8370130062103271,0.39290517568588257,0.933686375617981,0.8126314878463745,0.47131243348121643,
train_score,flow,classification,"(0, 0, 11)",9.0,5,2.5,none,0,1.681276798248291,472.0,1183.0,30248.0,3338.0,0.8852496147155762,0.29243937134742737,0.12279616296291351,0.8317764401435852,0.8138447403907776,0.151104137301445,
val_score,flow,classification,"(0, 0, 11)",9.0,5,2.5,none,0,1.7434260845184326,4625.0,2459.0,136308.0,12560.0,0.9062747955322266,0.6551374793052673,0.2685229480266571,0.8693925738334656,0.648684561252594,0.49021294713020325,
test_score,flow,classification,"(0, 0, 11)",9.0,5,2.5,none,0,1.7860711812973022,6563.0,246.0,169163.0,14660.0,0.9216753840446472,0.9635904431343079,0.30649906396865845,0.8866734504699707,0.6607236266136169,0.3094479441642761,
train_score,flow,classification,"(0, 0, 11)",27.0,5,2.5,none,0,1.3568904399871826,25580.0,2043.0,403352.0,24979.0,0.9434553980827332,0.9260573983192444,0.5039722323417664,0.9495582580566406,0.9924741983413696,0.6174881458282471,
val_score,flow,classification,"(0, 0, 11)",27.0,5,2.5,none,0,1.5675075054168701,10885.0,2829.0,192060.0,13645.0,0.9313180446624756,0.7892352938652039,0.44221407175064087,0.9035930037498474,1.0115995407104492,0.5232535004615784,
test_score,flow,classification,"(0, 0, 11)",27.0,5,2.5,none,0,1.6989768743515015,28751.0,3701.0,508090.0,35230.0,0.9323011636734009,0.8861871361732483,0.4484626352787018,0.9144196510314941,1.0409399271011353,0.488667756319046,
train_score,flow,classification,"(0, 0, 11)",81.0,5,2.5,none,0,0.9865766763687134,4130.0,774.0,432778.0,50064.0,0.8957456350326538,0.841653048992157,0.07578052580356598,0.8252344131469727,0.7905423641204834,0.20721203088760376,
val_score,flow,classification,"(0, 0, 11)",81.0,5,2.5,none,0,1.4101197719573975,1276.0,1183.0,202401.0,24172.0,0.889294445514679,0.5189101099967957,0.050267886370420456,0.8010324239730835,0.8065755367279053,0.09759873896837234,
test_score,flow,classification,"(0, 0, 11)",81.0,5,2.5,none,0,1.4481629133224487,140.0,105.0,100983.0,12496.0,0.8891957998275757,0.5714285969734192,0.011135857552289963,0.7876859903335571,0.8028897643089294,0.18564629554748535,
train_score,flow,classification,"(0, 0, 12)",9.0,5,2.5,none,0,0.252289742231369,8198.0,2321.0,171398.0,13538.0,0.925285279750824,0.7744107842445374,0.37212109565734863,0.924875795841217,0.7662662267684937,0.4530373215675354,
val_score,flow,classification,"(0, 0, 12)",9.0,5,2.5,none,0,4.28340482711792,1162.0,2066.0,60494.0,6574.0,0.8916540145874023,0.36835193634033203,0.15605007112026215,0.7865664958953857,0.8650374412536621,-0.063402459025383,
test_score,flow,classification,"(0, 0, 12)",9.0,5,2.5,none,0,1.8604575395584106,459.0,1162.0,28845.0,3173.0,0.8853213787078857,0.2902046740055084,0.1256955862045288,0.8330003619194031,0.8249079585075378,0.15696264803409576,
train_score,flow,classification,"(0, 0, 12)",27.0,5,2.5,none,0,0.060967784374952316,2820.0,3796.0,57532.0,4858.0,0.8745636343955994,0.4307883381843567,0.3662930428981781,0.7340636849403381,2.328115224838257,0.2173176258802414,
val_score,flow,classification,"(0, 0, 12)",27.0,5,2.5,none,0,7.325343608856201,17067.0,7805.0,213411.0,10584.0,0.9259408116340637,0.6854240298271179,0.616598904132843,0.8713290691375732,1.4763829708099365,0.5678911209106445,
test_score,flow,classification,"(0, 0, 12)",27.0,5,2.5,none,0,4.832880020141602,14472.0,6991.0,166033.0,7156.0,0.9271047115325928,0.6733024716377258,0.6681506037712097,0.9076464176177979,1.4397460222244263,0.6038037538528442,
train_score,flow,classification,"(0, 0, 13)",9.0,5,2.5,none,0,2.179199457168579,974.0,1839.0,47214.0,5054.0,0.8925440311431885,0.3465069830417633,0.16421093046665192,0.7662179470062256,1.0641489028930664,-0.01618766598403454,
val_score,flow,classification,"(0, 0, 13)",9.0,5,2.5,none,0,2.182530164718628,2815.0,3078.0,86367.0,8386.0,0.8907452821731567,0.4799327850341797,0.23700542747974396,0.8055973052978516,0.7281826138496399,0.1464659869670868,
test_score,flow,classification,"(0, 0, 13)",9.0,5,2.5,none,0,2.165117025375366,2340.0,16.0,65233.0,5863.0,0.919605553150177,0.9934095144271851,0.27766749262809753,0.8534998893737793,0.6597388982772827,0.24867556989192963,
train_score,flow,classification,"(0, 0, 13)",27.0,5,2.5,none,0,2.160555839538574,4056.0,2824.0,81288.0,6435.0,0.9012497067451477,0.5851329565048218,0.3850997984409332,0.8431832790374756,1.1302828788757324,0.2840990424156189,
val_score,flow,classification,"(0, 0, 13)",27.0,5,2.5,none,0,2.213240146636963,28660.0,1903.0,365245.0,17270.0,0.9549270272254944,0.9381429553031921,0.6246597170829773,0.9554873108863831,1.0333178043365479,0.622854471206665,
test_score,flow,classification,"(0, 0, 13)",27.0,5,2.5,none,0,2.2134714126586914,13920.0,5797.0,206652.0,12646.0,0.9282045960426331,0.7024551033973694,0.5214733481407166,0.8471400141716003,1.1976640224456787,0.47370263934135437,
train_score,flow,classification,"(0, 0, 13)",81.0,5,2.5,none,0,2.097339391708374,0.0,0.0,485520.0,60690.0,0.8889068961143494,0.0,0.0,0.7985970973968506,0.6830677390098572,0.02873794175684452,
val_score,flow,classification,"(0, 0, 13)",81.0,5,2.5,none,0,2.087232828140259,0.0,0.0,79680.0,9960.0,0.8888863921165466,0.0,0.0,0.8189776539802551,0.6830363273620605,0.08860866725444794,
test_score,flow,classification,"(0, 0, 13)",81.0,5,2.5,none,0,2.0876927375793457,0.0,0.0,74720.0,9340.0,0.8888864517211914,0.0,0.0,0.8091939687728882,0.6830065846443176,0.16374745965003967,
train_score,flow,classification,"(0, 0, 13)",243.0,5,2.5,none,0,1.8729948997497559,0.0,0.0,485520.0,60690.0,0.8889068961143494,0.0,0.0,0.8090071082115173,0.682892918586731,0.2967302203178406,
val_score,flow,classification,"(0, 0, 13)",243.0,5,2.5,none,0,1.9110820293426514,0.0,0.0,79680.0,9960.0,0.8888863921165466,0.0,0.0,0.7424710392951965,0.6934385299682617,0.027501029893755913,
test_score,flow,classification,"(0, 0, 13)",243.0,5,2.5,none,0,1.9311059713363647,0.0,0.0,74720.0,9340.0,0.8888864517211914,0.0,0.0,0.7296346426010132,0.6900733113288879,0.0008390711154788733,
train_score,flow,classification,"(0, 0, 14)",9.0,5,2.5,none,0,2.19453763961792,17687.0,3890.0,391444.0,31769.0,0.9298912882804871,0.8194987773895264,0.3527534306049347,0.9127282500267029,0.8281418681144714,0.40809789299964905,
val_score,flow,classification,"(0, 0, 14)",9.0,5,2.5,none,0,2.1829705238342285,3473.0,982.0,66281.0,5377.0,1.055037498474121,0.8185926675796509,0.36183875799179077,0.9313419461250305,0.8393499851226807,0.37481382489204407,
test_score,flow,classification,"(0, 0, 14)",9.0,5,2.5,none,0,2.180704116821289,10832.0,1404.0,211012.0,16258.0,0.9528111219406128,0.9029791355133057,0.3947210907936096,0.932808518409729,0.9755790829658508,0.4751836061477661,
train_score,flow,classification,"(0, 0, 15)",9.0,5,2.5,none,0,0.6692925691604614,3764.0,1255.0,69972.0,5030.0,0.9175805449485779,0.7891923785209656,0.4936612546443939,0.9904470443725586,0.9381649494171143,0.45795488357543945,
val_score,flow,classification,"(0, 0, 15)",9.0,5,2.5,none,0,2.0712368488311768,61923.0,18390.0,1357930.0,110350.0,0.9209486842155457,0.7725671529769897,0.3582606017589569,0.895159900188446,0.9069362878799438,0.44841015338897705,
test_score,flow,classification,"(0, 0, 15)",9.0,5,2.5,none,0,1.1511458158493042,20086.0,4161.0,401499.0,30917.0,0.926141083240509,0.8252966403961182,0.3847019076347351,0.9209546446800232,0.8852183222770691,0.39740556478500366,
train_score,flow,classification,"(0, 0, 16)",9.0,5,2.5,none,0,0.828761875629425,3938.0,507.0,66435.0,4696.0,0.9845671653747559,0.9581205248832703,0.4001382291316986,0.9434055089950562,0.8119977116584778,0.49575915932655334,
val_score,flow,classification,"(0, 0, 16)",9.0,5,2.5,none,0,1.5141453742980957,728.0,46.0,63572.0,4045.0,0.9640142917633057,0.8811995387077332,0.496221661567688,0.9780422449111938,0.9054135680198669,0.6145009398460388,
test_score,flow,classification,"(0, 0, 16)",9.0,5,2.5,none,0,1.1628855466842651,837.0,269.0,16339.0,1024.0,0.9268361330032349,0.7631579041481018,0.3811490535736084,0.912559449672699,0.8104471564292908,0.37117722630500793,
train_score,flow,classification,"(0, 0, 16)",27.0,5,2.5,none,0,0.6522702574729919,53419.0,3760.0,693472.0,33777.0,0.9538996815681458,0.9341939091682434,0.6130896210670471,0.9640255570411682,1.0462437868118286,0.6493489742279053,
val_score,flow,classification,"(0, 0, 16)",27.0,5,2.5,none,0,1.9932334423065186,3909.0,600.0,58089.0,3501.0,0.9451571106910706,0.8575553297996521,0.5076434016227722,0.9516700506210327,1.1573890447616577,0.4980285167694092,
test_score,flow,classification,"(0, 0, 16)",27.0,5,2.5,none,0,1.289493441581726,19581.0,1349.0,259239.0,13029.0,0.9528347253799438,0.9361198544502258,0.6011232733726501,0.9491235613822937,1.0875672101974487,0.6052034497261047,
train_score,flow,classification,"(0, 0, 17)",9.0,5,2.5,none,0,0.733566164970398,3300.0,266.0,47755.0,2990.0,0.9543224573135376,0.9193813800811768,0.4969242513179779,0.9584263563156128,0.7890369892120361,0.6689263582229614,
val_score,flow,classification,"(0, 0, 17)",9.0,5,2.5,none,0,2.093271017074585,28054.0,3210.0,455875.0,29569.0,0.9388001561164856,0.8964074850082397,0.4796139895915985,0.937584400177002,0.7582125663757324,0.5135796070098877,
test_score,flow,classification,"(0, 0, 17)",9.0,5,2.5,none,0,1.4765692949295044,3359.0,944.0,62022.0,4194.0,0.9428604245185852,0.7687942981719971,0.42146036028862,0.91816246509552,0.8073158264160156,0.4967883229255676,
train_score,flow,classification,"(0, 0, 18)",9.0,5,2.5,none,0,0.1610080897808075,5882.0,3511.0,163206.0,14881.0,0.9042587876319885,0.6276419162750244,0.28060460090637207,0.8197490572929382,0.9750344157218933,0.1938689649105072,
val_score,flow,classification,"(0, 0, 18)",9.0,5,2.5,none,0,5.898636341094971,201.0,667.0,14268.0,1547.0,0.8985736966133118,0.22601625323295593,0.10760033875703812,0.8604501485824585,0.7961888909339905,0.19173172116279602,
test_score,flow,classification,"(0, 0, 18)",9.0,5,2.5,none,0,2.7933542728424072,4084.0,2453.0,118586.0,10885.0,0.9048656225204468,0.6264340877532959,0.2722451686859131,0.87020343542099,0.6469866633415222,0.46282801032066345,
train_score,flow,classification,"(0, 0, 19)",9.0,5,2.5,none,0,0.5275213122367859,24072.0,2586.0,421522.0,29482.0,0.9373435974121094,0.9007436633110046,0.4333873689174652,0.9452015161514282,0.8077229261398315,0.5622005462646484,
val_score,flow,classification,"(0, 0, 19)",9.0,5,2.5,none,0,3.2745842933654785,12155.0,2238.0,214785.0,15646.0,0.9339645504951477,0.8448075652122498,0.4206075668334961,0.9279954433441162,0.884709358215332,0.5392231345176697,
test_score,flow,classification,"(0, 0, 19)",9.0,5,2.5,none,0,1.4987224340438843,18626.0,6074.0,406318.0,33338.0,0.9739916324615479,0.7560356855392456,0.3589749336242676,0.9026509523391724,0.950250506401062,0.377392053604126,
train_score,flow,classification,"(0, 0, 20)",9.0,5,2.5,none,0,0.22308288514614105,18867.0,1610.0,273753.0,15866.0,0.9504355192184448,0.921229898929596,0.5327116847038269,0.9551921486854553,0.8327099084854126,0.5644961595535278,
val_score,flow,classification,"(0, 0, 20)",9.0,5,2.5,none,0,8.627869606018066,8370.0,1919.0,149190.0,10422.0,0.9411395788192749,0.8129511475563049,0.43684569001197815,0.9259815812110901,0.8319713473320007,0.44905057549476624,
test_score,flow,classification,"(0, 0, 20)",9.0,5,2.5,none,0,5.5780205726623535,10659.0,3448.0,200316.0,15026.0,0.9271615743637085,0.7514690160751343,0.4111318290233612,0.9167994260787964,0.8069972395896912,0.4927126169204712,
train_score,flow,classification,"(0, 0, 21)",9.0,5,2.5,none,0,1.6099162101745605,1193.0,482.0,18946.0,1254.0,1.14095139503479,0.6555891036987305,0.35508638620376587,0.9504883289337158,1.4431899785995483,0.5229493975639343,
val_score,flow,classification,"(0, 0, 21)",9.0,5,2.5,none,0,1.6068631410598755,20664.0,2341.0,310823.0,19091.0,0.9451740384101868,0.8957287073135376,0.5106562972068787,0.937424898147583,0.8547825813293457,0.5780172944068909,
test_score,flow,classification,"(0, 0, 21)",9.0,5,2.5,none,0,1.6068631410598755,3376.0,456.0,47660.0,2936.0,0.9575548768043518,0.8642832636833191,0.48819413781166077,0.9425801634788513,0.7175759673118591,0.6100305914878845,
train_score,flow,classification,"(0, 0, 22)",9.0,5,2.5,none,0,0.8921297788619995,20243.0,6740.0,427663.0,34509.0,0.9154066443443298,0.753239631652832,0.3595237135887146,0.905492901802063,0.9399980902671814,0.37178635597229004,
val_score,flow,classification,"(0, 0, 22)",9.0,5,2.5,none,0,1.4820510149002075,34548.0,9703.0,675464.0,51473.0,0.9200983047485352,0.7760034203529358,0.39546555280685425,0.902615487575531,0.9371476173400879,0.4553739130496979,
test_score,flow,classification,"(0, 0, 22)",9.0,5,2.5,none,0,1.1675336360931396,50925.0,16482.0,1145502.0,94556.0,0.919930636882782,0.7570710778236389,0.3484036326408386,0.8906149864196777,0.9250577092170715,0.44492101669311523,
train_score,flow,classification,"(0, 0, 23)",9.0,5,2.5,none,0,0.25192129611968994,29.0,2766.0,221637.0,15848.0,0.9302412867546082,0.8122953176498413,0.43272528052330017,0.9025956392288208,0.8647657632827759,0.3924691677093506,
val_score,flow,classification,"(0, 0, 23)",9.0,5,2.5,none,0,4.992999076843262,121.0,136.0,2292.0,167.0,0.0010393353877589107,0.336296021938324,0.17639248073101044,0.7782692909240723,1.0535825490951538,0.17253634333610535,
test_score,flow,classification,"(0, 0, 23)",9.0,5,2.5,none,0,2.6430978775024414,8972.0,6580.0,218001.0,19121.0,0.900259256362915,0.5812466740608215,0.3161667287349701,0.857576847076416,0.7056336402893066,0.3057938814163208,
train_score,flow,classification,"(0, 0, 23)",27.0,5,2.5,none,0,0.08768311887979507,27724.0,1849.0,414045.0,24380.0,0.9484058022499084,0.9370802640914917,0.531517744064331,0.9566901922225952,0.897792398929596,0.6184962391853333,
val_score,flow,classification,"(0, 0, 23)",27.0,5,2.5,none,0,7.3897385597229,447.0,172.0,10032.0,865.0,1.1888407468795776,0.6990291476249695,0.25886523723602295,0.22011949121952057,1.165030598640442,0.4167039692401886,
test_score,flow,classification,"(0, 0, 23)",27.0,5,2.5,none,0,4.049020290374756,172.0,20.0,336582.0,23642.0,0.9276650547981262,0.8154973387718201,0.44248315691947937,0.9141276478767395,0.9511116743087769,0.5202810168266296,
train_score,flow,classification,"(0, 0, 24)",9.0,5,2.5,none,0,2.189606189727783,1496.0,282.0,26524.0,1958.0,1.147702693939209,0.8571428656578064,0.37151703238487244,0.632445216178894,0.8953466415405273,0.3934221565723419,
val_score,flow,classification,"(0, 0, 24)",9.0,5,2.5,none,0,2.1517066955566406,5270.0,1292.0,100973.0,7482.0,0.9464125633239746,0.8122485280036926,0.4341530501842499,0.9002501368522644,0.8397607207298279,0.5138143301010132,
test_score,flow,classification,"(0, 0, 24)",9.0,5,2.5,none,0,2.155189037322998,1425.0,87.0,12681.0,709.0,0.9902037978172302,0.8322519063949585,0.3767087757587433,0.9190834164619446,0.854502260684967,0.4317964017391205,
train_score,flow,classification,"(0, 0, 25)",9.0,5,2.5,none,0,0.5909519791603088,16540.0,4310.0,302806.0,21917.0,0.930645763874054,0.7908855080604553,0.42455819249153137,0.9127429127693176,0.82224440574646,0.43523305654525757,
val_score,flow,classification,"(0, 0, 25)",9.0,5,2.5,none,0,2.547182321548462,139.0,6552.0,295708.0,23657.0,0.918480634689331,0.6800284385681152,0.36600175499916077,0.8726036548614502,0.9366297125816345,0.4024915397167206,
test_score,flow,classification,"(0, 0, 25)",9.0,5,2.5,none,0,1.6205828189849854,34128.0,4049.0,506459.0,30295.0,0.9438552856445312,0.8923118710517883,0.5245439410209656,0.9427773952484131,0.850016713142395,0.5717464089393616,
train_score,flow,classification,"(0, 0, 26)",9.0,5,2.5,none,0,0.22076398134231567,19384.0,2386.0,316734.0,20644.0,0.9355992078781128,0.8897051811218262,0.48042723536491394,0.9482229351997375,0.7509301900863647,0.5565365552902222,
val_score,flow,classification,"(0, 0, 26)",9.0,5,2.5,none,0,8.848108291625977,3733.0,2080.0,83087.0,6909.0,0.9161661267280579,0.6462143659591675,0.34075674414634705,0.8710185885429382,0.7180881500244141,0.3715474605560303,
test_score,flow,classification,"(0, 0, 26)",9.0,5,2.5,none,0,6.805959224700928,1570.0,998.0,36858.0,3027.0,0.9832817316055298,0.6258538961410522,0.33303138613700867,0.8875166177749634,0.7684592604637146,0.3013620674610138,
train_score,flow,classification,"(0, 0, 26)",27.0,5,2.5,none,0,0.043560028076171875,59780.0,909.0,484611.0,910.0,0.9966670870780945,0.9850220084190369,0.985005795955658,0.9997376203536987,0.7680463790893555,0.9812782406806946,
val_score,flow,classification,"(0, 0, 26)",27.0,5,2.5,none,0,16.60953712463379,2844.0,7116.0,72564.0,7116.0,0.8412301540374756,0.28554216027259827,0.28554216027259827,0.6328223943710327,2.0955164432525635,0.05759018287062645,
test_score,flow,classification,"(0, 0, 26)",27.0,5,2.5,none,0,9.44430923461914,2669.0,6671.0,68049.0,6671.0,0.8412787318229675,0.28576016426086426,0.28576016426086426,0.6447480320930481,1.1817049980163574,0.06972561031579971,
train_score,flow,classification,"(0, 0, 26)",81.0,5,2.5,none,0,0.019566740840673447,11630.0,410.0,282870.0,23780.0,0.9240326285362244,0.9658825397491455,0.32727736234664917,0.9056289792060852,1.0864992141723633,0.378529816865921,
val_score,flow,classification,"(0, 0, 26)",81.0,5,2.5,none,0,21.733089447021484,1279.0,1339.0,61471.0,6575.0,0.8956255912780762,0.49226605892181396,0.16354060173034668,0.7710659503936768,0.9715313911437988,0.2224370390176773,
test_score,flow,classification,"(0, 0, 26)",81.0,5,2.5,none,0,10.053153038024902,7432.0,7254.0,336780.0,35595.0,0.8892945647239685,0.5053543448448181,0.17254307866096497,0.7729950547218323,0.8931675553321838,0.20949576795101166,
train_score,flow,classification,"(0, 0, 0)",9.0,5,5,avg,0,,,,,,,,,,,,0.41271165013313293
val_score,flow,classification,"(0, 0, 0)",9.0,5,5,avg,0,,,,,,,,,,,,8.347098350524902
test_score,flow,classification,"(0, 0, 0)",9.0,5,5,avg,0,,,,,,,,,,,,1.8553522825241089
train_score,flow,classification,"(0, 0, 1)",9.0,5,5,avg,0,,,,,,,,,,,,0.9619424939155579
val_score,flow,classification,"(0, 0, 1)",9.0,5,5,avg,0,,,,,,,,,,,,1.4682674407958984
test_score,flow,classification,"(0, 0, 1)",9.0,5,5,avg,0,,,,,,,,,,,,1.1880673170089722
train_score,flow,classification,"(0, 0, 1)",27.0,5,5,avg,0,,,,,,,,,,,,0.7870908379554749
val_score,flow,classification,"(0, 0, 1)",27.0,5,5,avg,0,,,,,,,,,,,,1.8769021034240723
